98,Fort Resolution,Canada,YFR,CYFR,4000,75,1.067806423,-1.984264868
99,Fort Simpson,Canada,YFS,CYFS,6000,57,1.077918845,-2.115984817
100,Makkovik,Canada,YMN,CYFT,2500,70,0.961273255,-1.032997576
101,Texada,Canada,YGB,CYGB,3000,58,0.867327385,-2.173249038
102,Fort Good Hope,Canada,YGH,CYGH,3000,34,1.156120041,-2.245383553
103,Kingston,Canada,YGK,CYGK,5000,34,0.771877095,-1.336868118
104,La Grande Rivière,Canada,YGL,CYGL,6500,52,0.935938071,-1.356194146
105,Gimli,Canada,YGM,CYGM,6800,90,0.883627063,-1.693725046
106,Gods Lake Narrows,Canada,YGO,CYGO,3810,69,0.952232423,-1.649186074
107,Gaspé,Canada,YGP,CYGP,4500,63,0.851289562,-1.125363859
108,Geraldton,Canada,YGQ,CYGQ,5000,61,0.868795253,-1.517378775
109,Îles-de-la-Madeleine,Canada,YGR,CYGR,4500,42,0.827717191,-1.078231234
110,Igloolik,Canada,YGT,CYGT,3800,45,1.210642405,-1.427960345
111,Havre St-Pierre,Canada,YGV,CYGV,4500,37,0.877584683,-1.110228382
112,Kuujjuarapik,Canada,YGW,CYGW,5052,87,0.964851146,-1.357260475
113,Gillam,Canada,YGX,CYGX,5000,44,0.983623901,-1.653011838
114,Quaqtaq,Canada,YQC,CYHA,3520,55,1.065460644,-1.21505979
115,Dryden,Canada,YHD,CYHD,6000,73,0.869727219,-1.618691687
116,Hope,Canada,YHE,CYHE,3960,50,0.861639405,-2.120540154
117,Hearst,Canada,YHF,CYHF,4500,74,0.867676459,-1.460597917
118,Nemiscau,Canada,YNS,CYHH,5000,48,0.902179908,-1.32881685
119,Ulukhaktok,Canada,YHI,CYHI,4300,56,1.235043885,-2.056102575
120,Gjoa Haven,Canada,YHK,CYHK,4400,59,1.197917156,-1.672892868
121,Hamilton,Canada,YHM,CYHM,10000,65,0.753521457,-1.395128895
122,Hornepayne,Canada,YHN,CYHN,3500,61,0.858581564,-1.479321936
123,Hopedale,Canada,YHO,CYHO,2500,65,0.967755389,-1.051187366
124,Chevery,Canada,YHR,CYHR,4500,73,0.880848453,-1.040856764
125,Haines Junction,Canada,YHT,CYHT,5000,89,1.060971687,-2.400630664
126,Montréal saint-hubert,Canada,YHU,CYHU,7840,58,0.794430274,-1.281366643
127,Hay River,Canada,YHY,CYHY,6000,80,1.06185306,-2.020794517
128,Halifax,Canada,YHZ,CYHZ,10500,38,0.783317702,-1.108434144
129,Atikokan,Canada,YIB,CYIB,3500,50,0.851265128,-1.599395348
130,Digby,Canada,YDG,CYID,3950,84,0.777471664,-1.148172261
131,St-Augustin,Canada,YIF,CYIF,4590,65,0.893812788,-1.023780442
132,Ivujivik,Canada,YIK,CYIK,3521,90,1.089387416,-1.360053066
133,Pond Inlet,Canada,YIO,CYIO,4000,31,1.26856283,-1.360775582
134,Island Lake,Canada,YIV,CYIV,4000,50,0.939985477,-1.652017014
135,Fort Liard,Canada,YJF,CYJF,3000,31,1.051313067,-2.154940606
136,St Jean,Canada,YJN,CYJN,4000,70,0.7905364,-1.278996429
137,Stephenville,Canada,YJT,CYJT,10000,38,0.847256138,-1.021890264
138,Kamloops,Canada,YKA,CYKA,8000,78,0.88492036,-2.102144368
139,Aklavik,Canada,LAK,CYKD,3000,84,1.190721159,-2.356299035
140,Kitchener,Canada,YKF,CYKF,7002,83,0.758534059,-1.402871237
141,Kangiqsujuaq,Canada,YWB,CYKG,3511,49,1.074923854,-1.255404817
142,Key Lake,Canada,YKJ,CYKJ,5200,47,0.999307457,-1.843381783
143,Schefferville,Canada,YKL,CYKL,5000,87,0.956532962,-1.165972405
144,Akulivik,Canada,AKV,CYKO,3510,37,1.061484811,-1.363950336
145,Waskaganish,Canada,YKQ,CYKQ,3500,83,0.898378578,-1.374591662
146,Kirkland Lake,Canada,YKX,CYKX,4500,39,0.841428476,-1.395938762
147,Kindersley,Canada,YKY,CYKY,3507,36,0.899150029,-1.905567927
148,Toronto municipal,Canada,YKZ,CYKZ,3897,43,0.765539837,-1.385267875
149,Aupaluk,Canada,YPJ,CYLA,3521,67,1.034922642,-1.21474394
150,Chapleau,Canada,YLD,CYLD,5000,90,0.834616443,-1.454674381
151,Lansdowne House,Canada,YLH,CYLH,3500,59,0.910985051,-1.534741253
152,Meadow Lake,Canada,YLJ,CYLJ,5000,52,0.944664717,-1.89408371
153,Lutselk'e,Canada,YSG,CYLK,2996,35,1.089404901,-1.931765288
154,Lloydminster,Canada,YLL,CYLL,5577,67,0.930421067,-1.921136233
155,Leaf Rapids,Canada,YLR,CYLR,3000,62,0.986343188,-1.745072656
156,Alert,Canada,YLT,CYLT,5500,61,1.440207291,-1.087001556
157,Kangiqsualujjuaq,Canada,XGR,CYLU,3521,41,1.024707222,-1.151791605
158,Kelowna,Canada,YLW,CYLW,8900,39,0.871898434,-2.083539127
159,Mayo,Canada,YMA,CYMA,4856,41,1.110315667,-2.371343882
160,Matane,Canada,YME,CYME,5500,60,0.852713754,-1.177282185
161,Manitouwadge,Canada,YMG,CYMG,3600,69,0.856675673,-1.498550226
162,Mary's Harbour,Canada,YMH,CYMH,2500,50,0.912856054,-0.974717492
163,Moose Jaw,Canada,YMJ,CYMJ,8326,87,0.878429438,-1.842352072
164,Charlevoix,Canada,YML,CYML,4500,89,0.830733088,-1.225638266
165,Fort McMurray,Canada,YMM,CYMM,7503,52,0.988786639,-1.941190102
166,Moosonee,Canada,YMO,CYMO,4000,35,0.895198564,-1.406871571
167,Chibougamau,Canada,YMT,CYMT,6496,78,0.868683533,-1.300760714
168,Umiujaq,Canada,YUD,CYMU,3500,53,0.986741065,-1.335496324
169,Montréal mirabel,Canada,YMX,CYMX,12000,50,0.797257693,-1.292219019
170,Natashquan,Canada,YNA,CYNA,4494,49,0.875980728,-1.078424979
171,Wemindji,Canada,YNC,CYNC,3510,49,0.925209527,-1.375862256
172,Gatineau,Canada,YND,CYND,6000,41,0.794503578,-1.318833591
173,Norway House,Canada,YNE,CYNE,3922,42,0.941750021,-1.707703446
174,Points North Landing,Canada,YNL,CYNL,6000,46,1.017120276,-1.816573604
175,Matagami,Canada,YNM,CYNM,5000,65,0.868505501,-1.35791508
176,Ekati,Canada,YOA,CYOA,6411,64,1.129208798,-1.930595915
177,Old Crow,Canada,YOC,CYOC,4900,68,1.17932949,-2.440651051
179,Oxford House,Canada,YOH,CYOH,3828,88,0.958766954,-1.662930515
180,High Level,Canada,YOJ,CYOJ,5000,87,1.023136423,-2.044915034
181,Oshawa,Canada,YOO,CYOO,4000,77,0.766597442,-1.376977461
182,Rainbow Lake,Canada,YOP,CYOP,4539,31,1.020867543,-2.084062703
183,Owen Sound,Canada,YOS,CYOS,3932,65,0.778247576,-1.410880561
184,Ottawa intl,Canada,YOW,CYOW,10000,75,0.791026821,-1.320676631
185,Prince Albert,Canada,YPA,CYPA,5000,90,0.928762983,-1.844341719
186,Paulatuk,Canada,YPC,CYPC,4000,38,1.210574997,-2.165525472
187,Port Hawkesbury,Canada,YPS,CYPD,5000,39,0.796859743,-1.071075387
188,Peace River,Canada,YPE,CYPE,5000,38,0.981344498,-2.049836829
189,Portage la Prairie,Canada,YPG,CYPG,7000,83,0.870973384,-1.715201675
190,Inukjuak,Canada,YPH,CYPH,3500,66,1.020527191,-1.362698917
191,Pickle Lake,Canada,YPL,CYPL,4921,76,0.897909063,-1.574534872
192,Pikangikum,Canada,YPM,CYPM,3500,45,0.904424353,-1.640143444
193,Port-Menier,Canada,YPN,CYPN,4886,86,0.869809251,-1.122047691
194,Peterborough,Canada,YPQ,CYPQ,7000,67,0.77195912,-1.367697537
195,Prince Rupert,Canada,YPR,CYPR,6000,33,0.947471157,-2.27669487
196,Powell River,Canada,YPW,CYPW,3627,82,0.869770902,-2.172934919
197,Puvirnituq,Canada,YPX,CYPX,5013,82,1.048080655,-1.348910933
198,Fort Chipewyan,Canada,YPY,CYPY,5000,72,1.02568114,-1.939357449
199,Muskoka,Canada,YQA,CYQA,6000,69,0.784956611,-1.384103674
200,Quebec,Canada,YQB,CYQB,9000,35,0.816658756,-1.246048201
201,The Pas,Canada,YQD,CYQD,5901,75,0.941978653,-1.764370853
202,Red Deer,Canada,YQF,CYQF,5528,59,0.910751225,-1.987825249
203,Windsor,Canada,YQG,CYQG,9000,58,0.737848421,-1.447848299
204,Watson Lake,Canada,YQH,CYQH,5500,83,1.049229144,-2.248368157
205,Yarmouth,Canada,YQI,CYQI,6000,73,0.764923714,-1.153454882
206,Kenora,Canada,YQK,CYQK,5800,68,0.868969756,-1.646946755
207,Lethbridge,Canada,YQL,CYQL,6500,59,0.866212119,-1.96873145
208,Moncton,Canada,YQM,CYQM,10001,36,0.804809745,-1.128854464
209,Nakina,Canada,YQN,CYQN,3500,84,0.875855093,-1.513137691
210,Comox,Canada,YQQ,CYQQ,10000,44,0.867617137,-2.17968936
211,Regina,Canada,YQR,CYQR,7900,82,0.880202703,-1.826766322
212,St Thomas,Canada,YQS,CYQS,5013,39,0.746477329,-1.415650549
213,Thunder Bay,Canada,YQT,CYQT,7318,61,0.844248897,-1.558996126
214,Grande Prairie,Canada,YQU,CYQU,8502,54,0.963067427,-2.074934718
215,Yorkton,Canada,YQV,CYQV,4800,73,0.894737837,-1.788299223
216,North Battleford,Canada,YQW,CYQW,5000,38,0.920996273,-1.889214253
217,Gander,Canada,YQX,CYQX,10200,34,0.85411005,-0.952393011
218,Sydney,Canada,YQY,CYQY,7070,30,0.805668417,-1.048031784
219,Quesnel,Canada,YQZ,CYQZ,5500,39,0.925480037,-2.138202903
220,Resolute Bay,Canada,YRB,CYRB,6500,57,1.304055976,-1.657528692
221,Rivière-du-Loup,Canada,YRI,CYRI,6000,70,0.833646054,-1.214482151
222,Roberval,Canada,YRJ,CYRJ,5000,64,0.846833761,-1.261272693
223,Red Lake,Canada,YRL,CYRL,5001,40,0.891285515,-1.636998384
224,Ottawa rockcliffe,Canada,YRO,CYRO,3300,63,0.793431922,-1.320273562
225,Trois-Rivières,Canada,YRQ,CYRQ,9006,87,0.809008951,-1.268494786
226,Red Sucker Lake,Canada,YRS,CYRS,3555,30,0.945395955,-1.632881137
227,Rankin Inlet,Canada,YRT,CYRT,6000,37,1.096265762,-1.607723985
228,Revelstoke,Canada,YRV,CYRV,4800,67,0.88953675,-2.062682447
229,Sudbury,Canada,YSB,CYSB,6600,62,0.813759764,-1.410206781
230,Sherbrooke,Canada,YSC,CYSC,6000,71,0.793053154,-1.251250951
231,Stony Rapids,Canada,YSF,CYSF,5050,40,1.034112842,-1.847273993
232,Smiths Falls,Canada,YSH,CYSH,4000,54,0.784452209,-1.325413463
233,Saint John,Canada,YSJ,CYSJ,7000,56,0.790915168,-1.150002627
234,Sanikiluaq,Canada,YSK,CYSK,3800,83,0.986770759,-1.383115775
235,St Leonard,Canada,YSL,CYSL,4000,89,0.823053663,-1.183938889
236,Fort Smith,Canada,YSM,CYSM,6000,49,1.047551885,-1.954105502
237,St Catharines,Canada,YCM,CYSN,5000,65,0.753837374,-1.381806831
238,Marathon,Canada,YSP,CYSP,3933,66,0.850940489,-1.506994044
239,St. Theresa Point,Canada,YST,CYST,3400,89,0.93978301,-1.655477925
240,Summerside,Canada,YSU,CYSU,8000,81,0.8105414,-1.114106478
241,Sachs Harbour,Canada,YSY,CYSY,4000,80,1.256530535,-2.185902649
242,Pembroke,Canada,YTA,CYTA,5000,41,0.800484771,-1.348296541
243,Cape Dorset,Canada,YTE,CYTE,4000,66,1.121025037,-1.335642931
244,Alma,Canada,YTF,CYTF,4300,79,0.846640016,-1.250387022
245,Thompson,Canada,YTH,CYTH,5800,84,0.973912951,-1.708052454
246,Big Trout Lake,Canada,YTL,CYTL,3900,38,0.939297782,-1.568996829
247,Tasiujaq,Canada,YTQ,CYTQ,3519,57,1.023946291,-1.220959092
249,Timmins,Canada,YTS,CYTS,6000,40,0.847701153,-1.420291373
250,Toronto city,Canada,YTZ,CYTZ,3988,57,0.761443502,-1.385725138
251,Tuktoyaktuk,Canada,YUB,CYUB,5000,51,1.211839629,-2.321741708
252,Montréal intl,Canada,YUL,CYUL,11000,57,0.793611685,-1.287019735
253,Repulse Bay,Canada,YUT,CYUT,3400,86,1.161017461,-1.504904928
254,Hall Beach,Canada,YUX,CYUX,5410,56,1.200369394,-1.417949118
255,Rouyn-Noranda,Canada,YUY,CYUY,7485,32,0.841355173,-1.375940819
256,Bonaventure,Canada,YVB,CYVB,5985,81,0.838998941,-1.142497706
257,La Ronge,Canada,YVC,CYVC,5000,33,0.962573544,-1.837168495
258,Vernon,Canada,YVE,CYVK,3360,88,0.876994793,-2.082718872
259,Qikiqtarjuaq,Canada,YVM,CYVM,3800,30,1.178896593,-1.1175588
260,Val-d'Or,Canada,YVO,CYVO,10000,37,0.838688283,-1.35756594
261,Kuujjuaq,Canada,YVP,CYVP,6000,47,1.013968225,-1.19427475
262,Norman Wells,Canada,YVQ,CYVQ,5997,47,1.139378878,-2.213042524
263,Vancouver intl,Canada,YVR,CYVR,11500,87,0.858595545,-2.149966353
264,Wiarton,Canada,YVV,CYVV,5021,74,0.780961536,-1.415587705
265,Deer Lake Ontario,Canada,YVZ,CYVZ,3500,80,0.919017078,-1.641681153
266,Petawawa,Canada,YWA,CYWA,3800,71,0.802017221,-1.349474591
267,Winnipeg,Canada,YWG,CYWG,11000,35,0.871093827,-1.697156396
268,Déline,Canada,YWJ,CYWJ,3933,69,1.138148364,-2.154364563
269,Wabush,Canada,YWK,CYWK,6002,87,0.923661431,-1.167003981
270,Williams Lake,Canada,YWL,CYWL,7000,30,0.910766938,-2.130244181
271,Webequie,Canada,YWP,CYWP,3500,40,0.924315785,-1.524979137
272,Wrigley,Canada,YWY,CYWY,3500,47,1.103212151,-2.154382008
273,Cranbrook,Canada,YXC,CYXC,6000,52,0.865871834,-2.020777074
274,Saskatoon,Canada,YXE,CYXE,8300,52,0.91055222,-1.862266258
275,Medicine Hat,Canada,YXH,CYXH,5000,39,0.872994525,-1.932446013
276,Fort St.John,Canada,YXJ,CYXJ,6900,35,0.981539975,-2.107310504
277,Rimouski,Canada,YXK,CYXK,4600,63,0.846102457,-1.195496476
278,Sioux Lookout,Canada,YXL,CYXL,5300,65,0.874652543,-1.604050021
279,Whale Cove,Canada,YXN,CYXN,4000,45,1.086292956,-1.616141704
280,Pangnirtung,Canada,YXP,CYXP,2920,48,1.154447975,-1.146918686
281,Beaver Creek,Canada,YXQ,CYXQ,3370,32,1.089265243,-2.458593034
282,Earlton,Canada,YXR,CYXR,5998,34,0.832476686,-1.393599075
283,Prince George,Canada,YXS,CYXS,11450,75,0.94054747,-2.141152489
284,Terrace,Canada,YXT,CYXT,7497,49,0.950654629,-2.244074696
285,London,Canada,YXU,CYXU,8800,40,0.751112898,-1.416402756
286,Abbotsford,Canada,YXX,CYXX,9600,35,0.855652886,-2.135602328
287,Whitehorse,Canada,YXY,CYXY,9497,57,1.059582382,-2.357363883
288,Wawa,Canada,YXZ,CYXZ,4429,81,0.837176873,-1.479807031
289,North Bay,Canada,YYB,CYYB,10000,78,0.809197508,-1.386189326
290,Calgary,Canada,YYC,CYYC,14000,65,0.892105835,-1.990024354
291,Smithers,Canada,YYD,CYYD,5000,61,0.956871516,-2.21976208
292,Fort Nelson,Canada,YYE,CYYE,6400,54,1.026888884,-2.139721305
293,Penticton,Canada,YYF,CYYF,6000,43,0.863293961,-2.087448647
294,Charlottetown,Canada,YYG,CYYG,7002,46,0.807912927,-1.101671047
295,Taloyoak,Canada,YYH,CYYH,4020,66,1.213818891,-1.633221488
296,Victoria,Canada,YYJ,CYYJ,7000,83,0.849048579,-2.154190126
297,Lynn Lake,Canada,YYL,CYYL,5000,45,0.992462267,-1.764108932
298,Swift Current,Canada,YYN,CYYN,4250,65,0.877759253,-1.879562558
299,Churchill,Canada,YYQ,CYYQ,9200,85,1.02519245,-1.641744003
300,Goose Bay,Canada,YYR,CYYR,11046,76,0.93059557,-1.054629169
301,St. John's,Canada,YYT,CYYT,8502,42,0.831101337,-0.920694337
302,Kapuskasing,Canada,YYU,CYYU,5500,46,0.862435225,-1.43932938
303,Armstrong,Canada,YYW,CYYW,4000,72,0.87773129,-1.551766976
304,Mont-Joli,Canada,YYY,CYYY,6000,40,0.848380126,-1.190455911
305,Toronto intl,Canada,YYZ,CYYZ,11120,31,0.762310954,-1.389816155
306,Toronto downsview,Canada,YZD,CYZD,7003,30,0.763450653,-1.386936346
307,Gore Bay,Canada,YZE,CYZE,4900,62,0.800849558,-1.441080009
308,Yellowknife,Canada,YZF,CYZF,7500,73,1.090181504,-1.997354838
309,Salluit,Canada,YZG,CYZG,3500,69,1.085235281,-1.320641744
310,Slave Lake,Canada,YZH,CYZH,5561,51,0.965046622,-2.003236563
311,Sandspit,Canada,YZP,CYZP,5120,34,0.929462861,-2.30058822
312,Sarnia,Canada,YZR,CYZR,5100,54,0.750481125,-1.43656129
313,Coral Harbour,Canada,YZS,CYZS,5000,32,1.120384414,-1.454895956
314,Port Hardy,Canada,YZT,CYZT,5000,52,0.884543323,-2.222973453
315,Whitecourt,Canada,YZU,CYZU,5800,39,0.944989357,-2.020864426
316,Sept-Îles,Canada,YZV,CYZV,6552,54,0.876561962,-1.156552938
317,Teslin,Canada,YZW,CYZW,5000,47,1.050213448,-2.316802343
319,York Landing,Canada,ZAC,CZAC,3395,60,0.978944727,-1.677072966
320,Salmon Arm,Canada,YSN,CZAM,4260,63,0.884581769,-2.080938544
321,Vancouver bay,Canada,YDT,CZBB,5606,84,0.856506368,-2.146964437
322,Ilford,Canada,ILF,CZBD,3000,65,0.978456037,-1.668777352
323,Bathurst,Canada,ZBF,CZBF,4500,56,0.831295082,-1.147360238
324,Bromont,Canada,ZBM,CZBM,5000,58,0.790473549,-1.269576962
325,Kelsey,Canada,KES,CZEE,2590,35,0.978038853,-1.684411972
326,Eastmain River,Canada,ZEM,CZEM,3510,31,0.91152261,-1.370476146
327,Faro,Canada,ZFA,CZFA,4000,48,1.085725702,-2.327850467
328,Fond-Du-Lac,Canada,ZFD,CZFD,3800,45,1.035580643,-1.870678785
329,Pukatawagan,Canada,XPK,CZFG,3000,76,0.973007076,-1.767425099
330,Fort Mcpherson,Canada,ZFM,CZFM,3500,35,1.176482837,-2.35376835
331,Tulita,Canada,ZFN,CZFN,3935,62,1.132887929,-2.191662267
332,Grand Forks,Canada,ZGF,CZGF,4300,38,0.855483575,-2.067010883
333,Gods River,Canada,ZGI,CZGI,3540,77,0.957133305,-1.641981291
334,Little Grand Rapids,Canada,ZGR,CZGR,2800,66,0.908367097,-1.666192488
335,Jenpeg,Canada,ZJG,CZJG,3800,84,0.951534341,-1.711227208
336,Swan River,Canada,ZJN,CZJN,3933,71,0.909676107,-1.766901523
337,Kashechewan,Canada,ZKE,CZKE,3500,39,0.912501787,-1.425546589
338,Thicket Portage,Canada,YTD,CZLQ,2220,67,0.965496962,-1.705322847
339,Muskrat Dam,Canada,MSA,CZMD,3500,49,0.932728363,-1.601563028
340,Pikwitonei,Canada,PIW,CZMN,2200,32,0.970209359,-1.695835202
341,Masset,Canada,ZMT,CZMT,5000,80,0.942957764,-2.306016274
342,Poplar River,Canada,XPP,CZNG,2500,63,0.924963869,-1.697754958
343,Sachigo Lake,Canada,ZPB,CZPB,3500,42,0.940577165,-1.6091308
344,Pincher Creek,Canada,WPC,CZPC,6600,69,0.864297507,-1.989623015
345,Round Lake,Canada,ZRJ,CZRJ,3500,74,0.924040133,-1.593708966
346,Sandy Lake,Canada,ZSJ,CZSJ,3500,74,0.926145028,-1.629167092
347,South Indian Lake,Canada,XSI,CZSN,3509,60,0.991221367,-1.726256358
348,Stewart,Canada,ZST,CZST,3900,54,0.976257081,-2.268621452
349,Shamattawa,Canada,ZTM,CZTM,4006,73,0.975038669,-1.607123575
350,Ignace,Canada,ZUC,CZUC,3512,42,0.862710995,-1.600777529
