Phenom 100,68000,708,2182,2000,4,pax,phenom.png,Embraer,7.2,0.1,1900,490,2,1,1,1,PW617F-E
EMB 121 Xingu I,85000,329,2352,2000,5,pax,xingu.png,Embraer,7.76,0.1,6588,350,2,1,1,1,PW PT6A-28
Phenom 300,102000,851,3334,2000,6,pax,phenom.png,Embraer,8.72,0.1,3658,460,2,1,1,1,PW 535
Legacy 450,110501,837,4260,2000,7,pax,legacy.png,Embraer,7.6,0.1,4420,520,2,1,1,1,HTF7500E
Legacy 500,128115,837,5186,2000,8,pax,legacy.png,Embraer,7.6,0.1,5124,510,2,1,1,1,HTF7500E
EMB 120,134440,535,1481,2000,30,pax,emb120.png,Embraer,14,0.18,22854,390,2,1,1,2,PWII8A
Praetor 500,198115,837,6186,2000,7,pax,legacy.png,Embraer,7.6,0.11,34216,400,2,1,1,1,HTF7500E
Praetor 600,218115,794,7441,2000,8,pax,legacy.png,Embraer,8,0.12,34216,400,2,1,1,1,RR AE3007
ERJ 135ER,352585,910,2650,2000,37,pax,erj135.png,Embraer,9.54,0.11,38784,460,2,2,1,2,RR AE3007A1/3
Legacy 600,360159,784,6060,2000,13,pax,legacy.png,Embraer,8,0.1,34216,490,2,1,1,1,RR AE3007
Lineage 1000,385854,924,8344,2000,19,pax,lineage.png,Embraer,10.9,0.12,19292,470,3,2,1,2,GE CF34-10E7B
ERJ 135LR,417514,910,3138,2000,37,pax,erj135.png,Embraer,7.42,0.09,48014,450,2,2,1,2,RR AE3007A1/3
ERJ 145ER,442288,866,2445,2000,50,pax,erj135.png,Embraer,7.35,0.09,48652,450,2,2,1,2,RR AE3007A
ERJ 140LR,477675,910,3019,2000,44,pax,erj135.png,Embraer,7.42,0.09,52544,450,2,2,1,2,RR AE3007A1/3
ERJ 145LR,519169,883,2870,2000,50,pax,erj135.png,Embraer,7.14,0.09,59704,460,2,2,1,2,RR AE3007A1
ERJ 145XR,1129212,909,3705,2000,50,pax,erj135.png,Embraer,5.15,0.06,124214,490,2,2,1,2,RR AE3007A1E
ERJ 190-200,1598528,870,2593,2000,122,pax,erj190.png,Embraer,10.1,0.12,119890,500,2,2,2,2,GE CF34-10E
ERJ 170-200,1734433,891,3334,2000,88,pax,erj170.png,Embraer,9.54,0.11,138754,470,2,2,1,2,GE CF34-8E
ERJ 170-100,1839550,891,3334,2000,80,pax,erj170.png,Embraer,8.48,0.1,156362,460,2,2,1,2,GE CF34-8E
ERJ 190-100,1853174,870,3334,2000,110,pax,erj190.png,Embraer,10.1,0.12,129722,470,2,2,1,2,GE CF34-10E
ERJ 170-200LR,2023158,891,3889,2000,88,pax,erj170.png,Embraer,9.54,0.11,161852,470,2,2,1,2,GE CF34-8E
ERJ 190-200LR,2055338,870,3334,2000,122,pax,erj190.png,Embraer,10.1,0.12,123320,490,2,2,2,2,GE CF34-10E
ERJ 170-100LR,2145774,891,3889,2000,80,pax,erj170.png,Embraer,8.48,0.1,160934,470,2,2,1,2,GE CF34-8E
ERJ 170-200AR,2172603,891,3706,2000,85,pax,erj170.png,Embraer,8.48,0.1,162946,460,2,2,1,1,GE CF34-8E
ERJ 190-100LR,2367883,870,4260,2000,110,pax,erj190.png,Embraer,10.1,0.12,153912,490,2,2,1,2,GE CF34-8E
ERJ 190-100AR,2472381,870,4448,2000,110,pax,erj190.png,Embraer,10.1,0.12,173066,490,2,2,1,1,GE CF34-10E
ERJ 170-100AR,2512492,891,3892,2000,78,pax,erj170.png,Embraer,7.42,0.09,138188,500,2,2,1,1,GE CF34-8E
ERJ 190-200AR,2825347,870,4077,2000,120,pax,erj190.png,Embraer,9.09,0.11,169520,500,2,2,2,1,GE CF34-10E
E175-E2,3197562,966,3820,4265,80,pax,e175.png,Embraer,11.33,0.14,127902,500,2,2,1,1,PW1715G
E190-E2,3387562,783,3820,4314,97,pax,e190.png,Embraer,10.67,0.14,135502,510,2,2,1,1,PW1923G
E195-E2,4216798,783,3820,4593,120,pax,e195.png,Embraer,12.61,0.16,168672,550,2,3,1,2,PW1923G
DHC-8-Q200,124381,510,1713,2000,37,pax,dhc-8.png,Bombardier,16.15,0.21,14926,480,2,1,1,2,PW123D
DHC-8-100,127710,480,1889,2000,37,pax,dhc-8.png,Bombardier,15.84,0.2,22350,380,2,1,1,2,PW121
Learjet 25B,137633,956,2684,2000,8,pax,learjet.png,Bombardier,17.42,0.09,33720,320,0,0,0,0,GE CJ610-8
DHC-8-Q300,180374,512,1558,2000,50,pax,q300.png,Bombardier,13.86,0.18,27056,370,2,2,1,2,PW123B
Challenger 300,223915,945,3000,3500,16,pax,challenger.png,Bombardier,10.1,0.12,16794,480,2,1,1,1,GE CF34-3A
DHC-7,259197,396,1400,2000,54,pax,dhc-7.png,Bombardier,14.7,0.19,53136,400,2,1,1,2,PW PT6A-50
CRJ 100,416025,840,2417,4500,50,pax,crj100.png,Bombardier,7.56,0.09,56164,470,2,1,1,2,GE CF34-3A1
Challenger 600,439374,863,5925,3500,19,pax,challenger.png,Bombardier,6.3,0.09,85678,370,2,1,1,2,ALF-502L
CRJ 100ER,526012,840,3056,4500,50,pax,crj100.png,Bombardier,7.56,0.09,71012,470,2,1,1,2,GE CF34-3A1
Challenger 601,552716,945,6236,3500,19,pax,challenger.png,Bombardier,6.06,0.08,102252,350,2,1,1,2,GE CF34-3A
Challenger 605,558459,799,7491,3780,12,pax,challenger.png,Bombardier,4.6,0.06,36300,490,2,1,1,1,GE CF34-3B
CRJ 200,621621,802,3500,2000,50,pax,crj200.png,Bombardier,6.72,0.09,83918,450,2,2,1,1,GE CF34-3B1
Global 7500,630386,898,14260,5800,19,pax,global.png,Bombardier,8.37,0.06,59886,400,2,4,2,2,General Electric Passport
CRJ 100LR,638581,840,3710,2000,50,pax,crj100.png,Bombardier,7.56,0.09,86208,490,2,1,1,2,GE CF34-3A1
Global 8000,651042,898,14631,5820,17,pax,global.png,Bombardier,7.44,0.06,61848,400,2,3,2,2,General Electric Passport
CRJ 200LR,659451,802,3713,2000,50,pax,crj200lr.png,Bombardier,6.72,0.09,75836,470,2,1,1,2,GE CF34-3B1
DHC-8-Q400,804752,734,2522,2000,70,pax,q400.png,Bombardier,9.9,0.11,76452,480,2,2,1,2,PW150A
CRJ 701,1052956,879,2655,2000,78,pax,crj.png,Bombardier,9.36,0.11,94766,500,2,2,1,2,GE CF34-8C1
Challenger 604,1143957,800,9680,3780,19,pax,challenger.png,Bombardier,4.6,0.06,131556,450,2,1,1,1,GE CF34-3B
CRJ 700,1174846,794,3121,2000,68,pax,crj.png,Bombardier,8.82,0.11,105736,490,2,2,1,2,GE CF34-8C1
CRJ 701ER,1271479,879,3206,2000,70,pax,crj.png,Bombardier,9.36,0.11,114434,490,2,2,1,2,GE CF34-8C1
CRJ 700NG,1335683,840,2735,2000,70,pax,crj.png,Bombardier,7.92,0.1,80140,460,2,2,1,2,GE CF34-8C5B1
CRJ 702,1347617,859,3121,2000,78,pax,crj.png,Bombardier,9.36,0.11,121286,450,2,2,1,2,GE CF34-8C1
CRJ 705,1352951,879,3184,2000,75,pax,crj.png,Bombardier,9.36,0.11,54118,510,2,2,1,2,GE CF34-8C1
CRJ 700ER,1383766,794,3676,2000,68,pax,crj.png,Bombardier,8.82,0.11,124538,470,2,2,1,2,GE CF34-8C1
CRJ 701LR,1470569,879,3708,2000,70,pax,crj.png,Bombardier,9.36,0.11,132352,500,2,2,1,2,GE CF34-8C1
CRJ 900NG,1498256,838,2421,2000,88,pax,crj.png,Bombardier,7.28,0.1,119860,470,2,2,1,2,GE CF34-8C5
CRJ 900,1530636,837,2956,2000,86,pax,crj.png,Bombardier,8.19,0.11,122450,490,2,2,1,2,GE CF34-8C5
CRJ 705ER,1544590,879,3635,2000,75,pax,crj.png,Bombardier,9.36,0.11,61784,550,2,2,1,2,GE CF34-8C1
CRJ 705LR,1573060,879,3702,2000,75,pax,crj.png,Bombardier,9.36,0.11,62922,550,2,2,1,2,GE CF34-8C1
CRJ 1000,1819929,802,2760,5499,100,pax,crj100.png,Bombardier,7.44,0.1,109196,450,2,2,1,2,GE CF34-8C5A2
CRJ 900ER,1823606,808,3488,2000,90,pax,crj.png,Bombardier,8.19,0.11,145888,460,2,3,1,2,GE CF34-8C5
CRJ 900LR,2092337,808,4002,2000,90,pax,crj.png,Bombardier,8.19,0.11,167386,500,2,3,1,2,GE CF34-8C5
C S100,2697150,905,5463,4449,110,pax,cs.png,Bombardier,12.96,0.15,107886,550,2,4,2,4,PW1524G
CL-44D,3613052,711,4855,8050,160,pax,cl-44d.png,Bombardier,13.13,0.16,1047786,340,3,3,2,4,RR Tyne 515/50
C S300,4984356,905,5463,4800,135,pax,cs.png,Bombardier,15.12,0.18,199374,500,2,6,2,4,PW1524G
L-1329 JetStar,132130,957,4585,2000,10,pax,jetstar.png,Lockheed,9.09,0.11,40960,320,2,1,1,3,Garrett AiResearch TFE-731-3
L-188 Electra,1242421,593,3450,2000,127,pax,electra.png,Lockheed,12.48,0.16,372726,390,3,3,2,5,Allison 501-D13
L-1049G Super Constellation,1802354,596,8700,2000,95,pax,constellation.png,Lockheed,25.2,0.3,612800,390,4,2,1,4,Wright R-3350-DA3 Turbo Compound
L-1011-200,24777200,838,7420,2000,263,pax,l-1011-200.png,Lockheed,17.28,0.22,5327098,370,3,9,2,4,RR RB211-524B
L-1011-500,33120715,876,9900,9400,315,pax,l-1011-500.png,Lockheed,19.2,0.25,3146468,400,2,9,4,4,RR RB211-524B
DC-1,204000,297,1500,2000,12,pax,dc-1.png,McDonnell Douglas,18,0.22,4628,200,2,1,1,2,SGR-1820F
DC-2,238000,273,1750,2000,14,pax,dc-1.png,McDonnell Douglas,15.64,0.21,6226,290,3,1,1,2,GR-F53
DC-5,374000,358,2575,2000,22,pax,dc-1.png,McDonnell Douglas,18.54,0.22,12266,230,3,2,1,2,PW R-1820-44
DC-4,464718,332,4023,2000,86,pax,dc-1.png,McDonnell Douglas,13.5,0.19,188210,200,3,2,1,2,PW R20002SDBG
DC-3,544000,274,1650,2000,32,pax,dc-3.png,McDonnell Douglas,20.33,0.24,10778,200,2,2,1,2,SGR1820
DC-9-10,659657,894,2036,2000,90,pax,dc-9.png,McDonnell Douglas,13.44,0.18,178108,340,2,2,1,2,PW JT8D-7
DC-6,707147,491,7376,2000,56,pax,dc-6.png,McDonnell Douglas,14.72,0.2,254572,280,4,2,1,2,PW R2800-CA15
DC-9-50,847715,889,2631,2000,90,pax,dc-9.png,McDonnell Douglas,13.16,0.18,186498,380,2,2,1,2,PW JT8D-17
DC-6B,854413,568,4835,2000,102,pax,dc-6.png,McDonnell Douglas,17.44,0.2,307588,210,4,2,1,2,PW R2800-CB17
DC-9-30,865651,871,2631,2000,90,pax,dc-9.png,McDonnell Douglas,13.44,0.18,225070,380,2,2,1,2,PW JT8D-15
DC-9-40,892301,871,2712,2000,90,pax,dc-9.png,McDonnell Douglas,13.44,0.18,227536,370,2,2,1,2,PW JT8D-15
DC-9-21,957060,914,2977,2000,90,pax,dc-9.png,McDonnell Douglas,15.12,0.18,258406,360,2,2,1,2,PW JT8D-9
DC-7,1428866,576,7410,2000,99,pax,dc-6.png,McDonnell Douglas,17.12,0.2,471526,380,4,2,1,2,R-3350-18EA1
DC-7B,1558217,610,8000,2000,100,pax,dc-6.png,McDonnell Douglas,17.28,0.2,514212,340,4,2,1,2,R-3350-18EA1
DC-7C,1806145,561,9070,2000,105,pax,dc-6.png,McDonnell Douglas,17.12,0.2,596028,320,4,2,1,2,R-3350-18EA1
MD-87,1995393,738,4440,2000,139,pax,md80.png,McDonnell Douglas,13.58,0.18,419032,400,2,3,2,3,PW JT8D-217C
MD80,2161616,868,6000,2000,130,pax,md80.png,McDonnell Douglas,17.44,0.2,421516,340,2,4,2,3,P&W JT8D-219
MD-81,2296357,819,2910,2000,172,pax,md80.png,McDonnell Douglas,17.44,0.2,482234,340,2,3,2,3,PW JT8D-209
MD-88,2998679,746,3800,2000,172,pax,md80.png,McDonnell Douglas,14.88,0.2,629722,340,2,3,2,3,PW JT8D-219
MD-90-30,3049783,909,3860,2000,172,pax,md-90.png,McDonnell Douglas,17.44,0.2,396472,470,2,3,2,3,IAE V2528-D5
MD-90-30ER,3495399,909,4424,2000,172,pax,md-90.png,McDonnell Douglas,17.44,0.2,454402,450,2,3,2,3,IAE V2528-D5
MD-83,3661545,746,4640,2000,172,pax,md80.png,McDonnell Douglas,14.88,0.2,768924,380,2,3,2,3,PW JT8D-219
MD-90-50,4076912,909,5160,2000,172,pax,md-90.png,McDonnell Douglas,17.44,0.2,529998,450,2,3,2,3,IAE V2528-D5
DC-8-10,4812350,902,7410,2000,160,pax,dc-8.png,McDonnell Douglas,19.62,0.22,1467766,380,3,3,2,3,PW JT3C-6
DC-8-61,5189932,853,6035,2000,210,pax,dc-8.png,McDonnell Douglas,18.43,0.24,1375332,380,3,4,2,4,PW JT3D-3B
DC-8-20,5256539,877,7410,2000,170,pax,dc-8.png,McDonnell Douglas,18.18,0.22,1603244,320,3,3,2,3,PW JT4A-9
DC-8-71,5850306,808,7035,2000,210,pax,dc-8.png,McDonnell Douglas,17.67,0.24,1082306,370,3,4,2,4,CFM56-2C5
DC-8-40,6669034,916,8230,2000,176,pax,dc-8.png,McDonnell Douglas,18.7,0.21,2034056,360,3,3,2,3,RR Conway
DC-10-10,6806411,1008,6436,2000,250,pax,dc-10.png,McDonnell Douglas,20.33,0.24,1633538,360,3,8,2,5,GE CF6-6D
DC-8-62,8696462,856,9620,2000,220,pax,dc-8.png,McDonnell Douglas,18.43,0.24,2261080,400,3,4,2,4,PW JT3D-3B
DC-8-50,9354363,844,11260,2000,179,pax,dc-8.png,McDonnell Douglas,16.49,0.21,2853080,360,3,3,2,3,PW JT3D-3
DC-8-72,9830403,808,10620,2000,220,pax,dc-8.png,McDonnell Douglas,16.74,0.22,1818624,400,3,4,2,4,CFM56-2C5
DC-8-63,24540066,883,7600,2000,259,pax,dc-8.png,McDonnell Douglas,17.86,0.24,6257716,350,3,4,2,4,PW JT3D-7
DC-10-15,24540516,854,7000,2000,260,pax,dc-10.png,McDonnell Douglas,16.74,0.22,4662698,320,2,9,2,4,GE CF6-50C2F
DC-8-73,28278818,808,8650,2000,259,pax,dc-8.png,McDonnell Douglas,16.74,0.22,5231582,370,3,4,2,4,CFM56-2C5
DC-10-30,36409376,872,9493,2000,320,pax,dc-10.png,McDonnell Douglas,19.4,0.25,8556204,400,3,10,2,5,GE CF6-50C
DC-10-40,46926501,935,9322,2000,360,pax,dc-10.png,McDonnell Douglas,21.8,0.25,10793096,330,3,11,2,5,PW JT9D-59A
MD-11C,56273548,850,12435,2000,410,pax,md-11.png,McDonnell Douglas,21.84,0.3,9285136,350,3,13,4,5,PW 4462
MD-11,57269139,920,12655,2000,410,pax,md-11.png,McDonnell Douglas,25.2,0.3,9449408,370,3,13,4,5,PW4462
MD-11ER,60676778,850,13408,2000,410,pax,md-11.png,McDonnell Douglas,21.84,0.3,7584598,450,3,13,4,5,PW 4462
DC3,850000,247,1650,4500,6900,cargo,dc-3.png,McDonnell Douglas,29,0.2,139380,400,3,1,2,3,WR-1820
DC9,1105000,887,3030,6500,11950,cargo,dc-9.png,McDonnell Douglas,32.64,0.21,241390,400,2,2,2,2,PW JT8D-7
An-74VIP,100722,539,3300,6500,12,pax,an-74vip.png,Antonov,7.68,0.1,18130,350,2,1,1,3,Lotarev D-36-(3A)
An-74-200,134296,539,3300,4650,16,pax,an-74-200.png,Antonov,10.56,0.14,24174,320,2,1,1,3,Lotarev D-36-(3A)
An-140,577938,480,2420,5500,52,pax,an-140.png,Antonov,7,0.09,72242,480,2,2,1,3,Lotarev D-36-(3A)
An-74TK-100,661308,539,2750,5600,52,pax,an-74tk-100.png,Antonov,7.68,0.1,135568,330,2,2,1,4,Lotarev D-36-(3A)
An-10,1104705,728,4075,6500,100,pax,an-10.png,Antonov,14.98,0.18,331412,370,3,3,1,5,Ivchenko AI-20
An-12,1192364,663,3600,6500,124,pax,an-12.png,Antonov,12.6,0.18,357710,350,5,3,2,5,Progress AI-20L
An-10A,1215176,728,4075,6500,110,pax,an-10.png,Antonov,14.98,0.18,364552,350,3,3,1,5,Ivchenko AI-20
An-74TK-300,1550016,582,3600,7500,60,pax,an-74tk-300.png,Antonov,5.7,0.08,139502,480,2,2,1,2,Lotarev D-36-(4A)
An-124,196564896,884,5400,9500,330000,cargo,an-124.png,Antonov,37.45,0.2,6666000,400,4,2,2,6,Ivchenko Progress D-18T
AN-225,659923421,824,4000,10500,550000,cargo,an-225.png,Antonov,69,0.29,11110000,400,3,3,4,3,ZMKB Progress D-18
Su-80GP,510000,391,1300,2000,30,pax,su-80gp.png,Sukhoi,15.47,0.21,8274,450,2,1,1,2,GE CT7-9B
Superjet 100-75,1593374,1017,2900,4970,78,pax,superjet.png,Sukhoi,19.26,0.13,56370,400,2,4,2,3,SaM146
Superjet 100-95,1610270,839,2950,2000,98,pax,superjet100-95.png,Sukhoi,9.63,0.11,64410,500,2,2,1,2,SaM146
Superjet 100-60,1642969,1017,3204,4900,68,pax,superjet.png,Sukhoi,17.12,0.11,61082,400,2,4,2,3,SaM146
Superjet 100-95LR,4114953,1017,4578,6730,98,pax,superjet.png,Sukhoi,20.33,0.15,105920,400,2,6,3,3,SaM146
Caravelle III,581947,741,1700,7700,80,pax,caravelle.png,Sud Aviation,10.34,0.14,174584,350,3,2,1,2,RA-29 Mk.531B
Caravelle IV-R,826463,828,2300,7800,80,pax,caravelle.png,Sud Aviation,10.67,0.14,239674,380,3,2,1,2,RA-29 Mk.533R
Caravelle IV-N,844429,761,2350,7800,80,pax,caravelle.png,Sud Aviation,10.34,0.14,249106,320,3,2,1,2,RA-29 Mk.531 RA-29 Mk. 531B
Caravelle 11R,1089317,896,2300,7550,99,pax,caravelle.png,Sud Aviation,10.4,0.12,283222,350,3,3,1,2,P&W JT8D-7
Caravelle 10B,1220219,924,2650,7500,105,pax,caravelle.png,Sud Aviation,11.44,0.14,335560,320,3,3,1,3,P&W JT8D-7
Caravelle 10R,1322298,896,3455,7500,80,pax,caravelle.png,Sud Aviation,10.4,0.12,357020,360,3,2,1,2,P&W JT8D-7
Caravelle 12,1740539,924,3465,7600,140,pax,caravelle.png,Sud Aviation,13.65,0.16,417730,340,3,3,2,3,P&W JT8D-9
A220-100,3234528,967,5750,4790,135,pax,a220.png,Airbus,10.6,0.09,307280,400,2,3,3,2,PW1525G
A318-100,4380431,764,6020,6500,117,pax,a318.png,Airbus,7.44,0.1,350434,450,2,3,2,3,PW6122A
A319-200,5093525,757,7000,6850,117,pax,a319.png,Airbus,7.76,0.1,585756,470,2,3,2,2,IAE V2500
A220-300,5619831,967,6110,4900,160,pax,a220.png,Airbus,12.72,0.1,533884,400,2,5,3,4,PW1525G
A320-200,6770196,798,5700,6500,164,pax,a320.png,Airbus,10.67,0.14,1049380,360,2,4,2,2,IAE V2500
A319NEO,6845472,812,6950,6000,160,pax,a319neo.png,Airbus,10.45,0.08,650320,400,2,5,2,4,LEAP-1A
A321-200,8154432,757,6000,7250,220,pax,a321-200.png,Airbus,17.46,0.15,1019304,500,2,4,2,2,IAE V2500
A300B2-200,11605297,864,3430,7625,269,pax,a300.png,Airbus,19.08,0.22,2611192,350,3,9,2,5,CF6-50C
A320-NEO,14770196,893,7000,6500,164,pax,a320.png,Airbus,7.07,0.09,590808,540,2,4,2,2,PW PW1100G
A340-200,15688189,869,14800,9810,239,pax,a340-200.png,Airbus,18,0.22,2039464,500,2,8,2,5,CFM56-5C4
A300B4-200,21315852,864,6300,7625,269,pax,a300.png,Airbus,19.08,0.22,3943432,330,3,9,2,5,CF6-50C
A321-NEO,22760999,893,7250,6500,189,pax,a321-neo.png,Airbus,10.1,0.12,910440,550,2,4,2,2,PW PW1100G
A300-600,24683135,980,6670,7625,267,pax,a300.png,Airbus,17.17,0.21,4196132,330,2,9,2,5,PW-4158
A310-200,27466560,918,6800,7000,280,pax,a310.png,Airbus,16.8,0.2,5081314,340,2,10,2,5,PW 4156
A300-600R,27773153,980,7505,7625,267,pax,a300.png,Airbus,17.17,0.21,4304838,370,2,9,2,6,PW 4158
A321-XLR,29990999,920,8900,7500,220,pax,a321-xlr.png,Airbus,14.14,0.16,1020000,500,2,4,2,2,PW PW1100G
A310-300,38776320,918,9600,6000,280,pax,a310.png,Airbus,16.8,0.2,6591974,340,2,9,2,5,PW 4156
A330-300,43330073,958,10000,9090,335,pax,a330-300.png,Airbus,19.26,0.22,6066210,450,2,11,2,2,RR Trent 700
A330-200,43631874,958,12500,9090,253,pax,a330-200.png,Airbus,18.19,0.21,4581346,460,2,8,2,4,RR Trent 700
A340-300,55469568,1004,14000,10200,335,pax,a340-300.png,Airbus,21.4,0.25,7211044,470,2,10,2,2,CFM56-5C4P
A350-800,62240270,860,14500,8760,270,pax,a350.png,Airbus,15.98,0.21,2800812,530,2,9,2,3,RR Trent XWB
A340-500,66262163,862,14500,10200,313,pax,a340-500.png,Airbus,17.1,0.24,5632284,480,2,10,2,4,RR Trent 553
A340-600,69887329,871,14630,10200,380,pax,a340-600.png,Airbus,20.68,0.28,6289860,460,2,11,2,2,RR Trent 556
A350-900,70503048,860,14500,8760,314,pax,a350.png,Airbus,15.98,0.21,2820122,550,2,10,2,3,RR Trent XWB
A350-1000,77538384,860,14800,8760,350,pax,a350-1000.png,Airbus,15.98,0.21,3101536,500,2,11,2,3,RR Trent XWB
A350-900R,82723576,860,14500,8760,314,pax,a350.png,Airbus,15.98,0.21,3308944,520,2,10,2,3,RR Trent XWB
A330-800neo,85325684,801,13900,9500,406,pax,a330neo.png,Airbus,12,0.15,3413028,510,2,10,2,3,RR Trent 7000
A330-900neo,109315468,801,12130,9950,440,pax,a330neo.png,Airbus,13,0.16,4372618,510,2,10,2,3,RR Trent 7000
A380-800,215629503,1049,14500,9680,600,pax,a380.png,Airbus,22.26,0.16,12937770,450,2,18,6,16,RR Trent 972
A310-300F,7936782,816,7330,6000,66000,cargo,a310.png,Airbus,19.53,0.15,1333200,400,2,1,2,2,CF6-80C2A8
A400M,12823606,772,3298,3215,81600,cargo,a400m.png,Airbus,23.76,0.16,1648320,400,4,0,1,6,RR RB211-524
A300-600F,39465463,763,4850,7625,195000,cargo,a300.png,Airbus,41.58,0.18,3939000,400,3,1,2,11,GE CF5-50A
A330-200F,62565894,862,7400,9090,270000,cargo,a330-200f.png,Airbus,26,0.2,5454000,400,2,1,1,1,PW4000
A380-800F,298765348,907,10400,9680,330000,cargo,a380.png,Airbus,28.8,0.2,6666000,400,2,1,2,2,Trent 977/B
A300-600ST,21999869,876,4632,10000,103617,cargo,beluga.png,Airbus,27,0.18,3121000,400,2,2,2,1,GE90-110B1
A320-VIP,22760999,936,9500,6500,160,vip,a320vip.png,Airbus,8.8,0.09,295404,400,2,5,2,2,RR Trent XWB
