52,a306r,Airbus,A300-600R,60,CF6-80C2A1,18.02,962,0.21,27773153,267,7625,7505,2152419,370,2,9,2,6,0
53,a312,Airbus,A310-200,66,JT9D-7R4D1,17.28,935,0.2,27466560,280,7000,6800,2540657,340,2,10,2,5,0
,,,,,,,,,,,,,,,,,,,
55,a313,Airbus,A310-300,66,JT9D-7R4D1,17.28,935,0.2,38776320,280,6000,9600,3295987,340,2,9,2,5,0
56,il1141,Ilyushin,Il-114-100,72,N/A,9.6,465,0.12,382720,64,2000,2000,20093,470,2,2,1,2,0
,,,,,,,,,,,,,,,,,,,
58,a358,Airbus,A350-800,46,RR Trent XWB,15.98,859,0.21,62240270,270,8760,14500,1400406,530,2,9,2,3,0
59,a359r,Airbus,A350-900R,46,RR Trent XWB,15.98,859,0.21,82723576,314,8760,14500,1654472,520,2,10,2,3,0
60,a351,Airbus,A350-1000,46,RR Trent XWB,15.98,859,0.21,77538384,350,8760,14800,1550768,500,2,11,2,3,0
61,b741,Boeing,B747-100,77,GE CF645A2,23.32,937,0.28,44393752,366,10250,9800,5660203,370,3,11,2,8,0
62,b742b,Boeing,B747-200B,79,CF6-50E2,21.34,839,0.28,57530678,366,10250,12700,7047508,360,3,11,2,8,0
63,b743,Boeing,B747-300,81,JT9D-7R4G2,22.66,973,0.28,63231515,412,10250,12400,6165073,370,3,13,4,6,0
64,b744er,Boeing,B747-400ER,1,PW4062,20.16,866,0.26,97556659,416,10250,14500,4146158,450,2,13,4,5,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
67,b789,Boeing,B787-9,31,RR Trent 1000,15.2,821,0.2,69997851,290,9000,14500,2449925,500,2,10,2,2,0
68,b744c,Boeing,B747-400C,89,RB211-524H2-T,22.05,1010,0.26,72722924,410,10250,13360,5454219,370,3,13,4,5,0
69,b744d,Boeing,B747-400D,90,PW 4062,23.98,1010,0.28,80125136,568,10250,2905,5608760,500,3,14,6,5,0
,,,,,,,,,,,,,,,,,,,
71,b762,Boeing,B767-200,94,CF6-80A,18.19,1013,0.21,7882711,224,7800,7300,807978,320,2,7,2,4,0
72,b763,Boeing,B767-300,94,CF6-80A,20.33,944,0.24,23356202,269,7800,7300,2102058,390,2,9,2,5,0
73,b772,Boeing,B777-200,98,Trent 877,18.54,950,0.22,60803647,400,9000,9695,3648219,470,2,11,3,3,0
74,b772er,Boeing,B777-200ER,101,Trent 895,19.19,1013,0.24,84172921,400,11000,14260,4629511,480,2,11,3,3,0
75,b773,Boeing,B777-300,105,GE 90-94B,17.67,877,0.24,89987157,451,9000,11135,4949294,450,2,13,5,3,0
76,b773lr,Boeing,B777-300LR,106,GE 90-110B1,21.63,1026,0.26,131844032,451,11000,14500,5273761,460,2,13,5,3,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
85,an10,Antonov,An-10,112,Ivchenko AI-20,14.98,727,0.18,1104705,100,6500,4075,165706,370,3,3,1,5,0
86,an10a,Antonov,An-10A,112,Ivchenko AI-20,14.98,727,0.18,1215176,110,6500,4075,182276,350,3,3,1,5,0
87,an12,Antonov,An-12,114,AI-20M,13.02,663,0.18,1192364,124,6500,3600,178855,350,5,3,2,5,0
,,,,,,,,,,,,,,,,,,,
89,arj217,COMAC,ARJ21-700,116,General Electric CF34-10A,9.27,929,0.11,1028514,78,7500,2200,20570,510,2,3,1,2,0
90,arj219,COMAC,ARJ21-900,116,General Electric CF34-10A,10.3,929,0.12,1130706,98,7900,2200,22614,510,2,2,1,3,0
91,arj217er,COMAC,ARJ21-700ER,116,General Electric CF34-10A,10.3,929,0.12,1513551,78,7800,3700,30271,510,2,2,1,3,0
92,b1900d,Beechcraft,Beechcraft 1900D,117,PW PT6A-67D,13.65,470,0.19,111024,19,4500,2776,7772,490,2,1,1,1,0
93,b1900c,Beechcraft,Beechcraft 1900C,119, PW PT6A-65B,16.96,621,0.2,323000,19,4500,2500,7173,450,2,1,1,1,0
94,b1900,Beechcraft,Beechcraft 1900,120,PW PT6A-67,9.36,499,0.11,119896,19,4500,2907,10791,380,2,1,1,1,0
95,ccx,Cessna,Citation X,121,RR/Allison AE 3007C1,7.68,947,0.1,378968,12,4000,6020,29370,360,2,1,1,2,0
96,jet31,British Aerospace,Jetstream 31,122,Garrett TPE331-10UG turboprop,16.83,404,0.21,323000,19,2000,1260,6988,320,2,1,1,2,0
97,jet41,British Aerospace,Jetstream 41,123,AlliedSignal TPE331-14GR/HR ,14.4,540,0.2,510000,30,2000,1433,5790,470,2,2,1,2,0
,,,,,,,,,,,,,,,,,,,
99,jetstar,Lockheed,L-1329 JetStar,126,Garrett AiResearch TFE-731-3,9.09,956,0.11,132130,10,2000,4585,20480,320,2,1,1,3,0
100,supercon,Lockheed,L-1049G Super Constellation,127,Wright R-3350-DA3 Turbo Compound,25.2,596,0.3,1802354,95,2000,8700,306400,390,4,2,1,4,0
101,electra,Lockheed,L-188 Electra,128,Allison 501-D13,12.48,593,0.16,1242421,127,2000,3450,186363,390,3,3,2,5,0
102,learjet25b,Bombardier,Learjet 25B,130,GE CJ610-8,7.42,955,0.09,137633,8,2000,2684,16860,320,2,1,1,2,0
103,f70,Fokker,Fokker 70,131,RR Tay Mk.620,9.45,817,0.11,725120,70,2000,2040,43507,490,2,2,1,2,0
104,f70a,Fokker,Fokker 70A,131,RR Tay Mk.620,9.45,817,0.11,828709,80,2000,2040,51794,490,2,2,1,2,0
105,f50,Fokker,Fokker 50,132,PW125B,6.79,623,0.09,718458,58,2000,2055,57477,380,2,2,1,3,0
106,saab20,Saab,2000,133,RR AE 2100,6.42,736,0.08,1033701,58,2000,2185,64606,460,2,2,1,2,0
107,b732,Boeing,B737-200,134,PW JT8D-15A,13.08,957,0.15,2217362,130,7550,4170,299344,350,2,4,2,7,0
108,b733,Boeing,B737-300,135, CFM56-3       ,12,795,0.15,2464401,128,7550,4707,215635,360,2,4,2,6,0
109,dc1010,McDonnell Douglas,DC-10-10,136,GE CF6-6D,20.33,1007,0.24,6806411,250,2000,6436,816769,360,3,8,2,5,0
110,dc1015,McDonnell Douglas,DC-10-15,137,GE CF6-50C2F,16.74,853,0.22,24540516,260,2000,7000,2331349,320,2,9,2,4,0
111,dc1030,McDonnell Douglas,DC-10-30,138,GE CF6-50C,19.4,871,0.25,36409376,320,2000,9493,4278102,400,3,10,2,5,0
112,dc1040,McDonnell Douglas,DC-10-40,140, PWJT9D-25W,21.2,971,0.25,46926501,360,2000,9322,5396548,330,3,11,2,5,0
113,dhc8q1,Bombardier,DHC-8-100,142,PW120A,16.96,505,0.2,127710,37,2000,1889,11175,380,2,1,1,2,0
114,dhc8q2,Bombardier,DHC-8-Q200,144,PW123C,17.51,585,0.21,124381,37,2000,1713,7463,480,2,1,1,2,0
115,dhc8q3,Bombardier,DHC-8-Q300,146,PW123B,13.86,512,0.18,180374,50,2000,1558,13528,370,2,2,1,2,0
116,crj200lr,Bombardier,CRJ 200LR,20,GE CF34-3B1,6.72,801,0.09,659451,50,2000,3713,37918,470,2,1,1,2,0
117,crj100,Bombardier,CRJ 100,147,GE CF34-3A1,7.56,839,0.09,416025,50,4500,2417,28082,470,2,1,1,2,0
118,crj100er,Bombardier,CRJ 100ER,147,GE CF34-3A1,7.56,839,0.09,526012,50,4500,3056,35506,470,2,1,1,2,0
119,crj100lr,Bombardier,CRJ 100LR,147,GE CF34-3A1,7.56,839,0.09,638581,50,2000,3710,43104,490,2,1,1,2,0
120,emb120,Embraer,EMB 120,149,PWII8B,14.98,574,0.18,134440,30,2000,1481,11427,390,2,1,1,2,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
124,xingu,Embraer,EMB 121 Xingu I,154,PW PT6A-28,7.76,328,0.1,85000,5,2000,2352,3294,350,2,1,1,1,0
,,,,,,,,,,,,,,,,,,,
126,erj135er,Embraer,ERJ 135ER,156,RR AE-3007A1/3,9.54,910,0.11,352585,37,2000,2650,19392,460,2,2,1,2,0
127,erj135lr,Embraer,ERJ 135LR,156,RR AE-3007A1/3,7.42,910,0.09,417514,37,2000,3138,24007,450,2,2,1,2,0
128,erj140lr,Embraer,ERJ 140LR,156,RR AE-3007A1/3,7.42,910,0.09,477675,44,2000,3019,26272,450,2,2,1,2,0
129,erj145er,Embraer,ERJ 145ER,157,RR AE-3007A,7.35,866,0.09,442288,50,2000,2445,24326,450,2,2,1,2,0
130,erj145lr,Embraer,ERJ 145LR,158,RR AE-3007A1,7.14,882,0.09,519169,50,2000,2870,29852,460,2,2,1,2,0
131,erj145xr,Embraer,ERJ 145XR,159,RR AE-3007A1E,5.15,909,0.06,1129212,50,2000,3705,62107,490,2,2,1,2,0
132,erj171,Embraer,ERJ 170-100,160,GE CF34-8E,8.48,890,0.1,1839550,80,2000,3334,78181,460,2,2,1,2,0
133,erj171lr,Embraer,ERJ 170-100LR,160,GE CF34-8E,8.48,890,0.1,2145774,80,2000,3889,80467,470,2,2,1,2,0
134,erj171ar,Embraer,ERJ 170-100AR,160,GE CF34-8E,7.42,890,0.09,2512492,78,2000,3892,69094,500,2,2,1,1,0
135,erj172,Embraer,ERJ 170-200,160,GE CF34-8E,9.54,890,0.11,1734433,88,2000,3334,69377,470,2,2,1,2,0
136,erj172lr,Embraer,ERJ 170-200LR,160,GE CF34-8E,9.54,890,0.11,2023158,88,2000,3889,80926,470,2,2,1,2,0
137,erj172ar,Embraer,ERJ 170-200AR,160,GE CF34-8E,8.48,890,0.1,2172603,85,2000,3706,81473,460,2,2,1,1,0
138,erj191,Embraer,ERJ 190-100,34,GE CF34-10E,10.1,870,0.12,1853174,110,2000,3334,64861,470,2,2,1,2,0
139,erj191lr,Embraer,ERJ 190-100LR,34,GE CF34-10E,10.1,870,0.12,2367883,110,2000,4260,76956,490,2,2,1,2,0
140,erj192,Embraer,ERJ 190-200,34,GE CF34-10E,10.1,870,0.12,1598528,122,2000,2593,59945,500,2,2,2,2,0
141,erj192lr,Embraer,ERJ 190-200LR,34,GE CF34-10E,10.1,870,0.12,2055338,122,2000,3334,61660,490,2,2,2,2,0
142,erj192ar,Embraer,ERJ 190-200AR,34,GE CF34-10E,9.09,870,0.11,2825347,120,2000,4077,84760,500,2,2,2,1,0
143,lineage1000,Embraer,Lineage 1000,161,GE CF34-10E7B,10.9,923,0.12,385854,19,2000,8344,9646,470,3,2,1,2,0
144,legacy50,Embraer,Legacy 500,162,HTF7500E,7.6,836,0.1,128115,8,2000,5186,2562,510,2,1,1,1,0
145,legacy45,Embraer,Legacy 450,162,HTF7500E,7.6,836,0.1,110501,7,2000,4260,2210,520,2,1,1,1,0
146,phenom1,Embraer,Phenom 100,163,PW617F-E,7.2,707,0.1,68000,4,2000,2182,950,490,2,1,1,1,0
147,phenom3,Embraer,Phenom 300,164,PW 535,8.72,850,0.1,102000,6,2000,3334,1829,460,2,1,1,1,0
148,challenger600,Bombardier,Challenger 600,165,ALF-502L,6.3,863,0.09,439374,19,3500,5925,42839,370,2,1,1,2,0
149,challenger601,Bombardier,Challenger 601,22,GE CF34-3A,6.06,944,0.08,552716,19,3500,6236,51126,350,2,1,1,2,0
150,challenger604,Bombardier,Challenger 604,166,GE CF-34-3B,4.6,799,0.06,1143957,19,3780,9680,65778,450,2,1,1,1,0
151,challenger605,Bombardier,Challenger 605,166,GE CF-34-3B,4.6,799,0.06,558459,12,3780,7491,18150,490,2,1,1,1,0
152,crj700,Bombardier,CRJ 700,167,GE CF-34-8C1,8.82,793,0.11,1174846,68,2000,3121,52868,490,2,2,1,2,0
153,crj700er,Bombardier,CRJ 700ER,167,GE CF-34-8C1,8.82,793,0.11,1383766,68,2000,3676,62269,470,2,2,1,2,0
154,crj701,Bombardier,CRJ 701,168,GE CF34-8C1,9.36,878,0.11,1052956,70,2000,2655,47383,500,2,2,1,2,0
155,crj701er,Bombardier,CRJ 701ER,168,GE CF34-8C1,9.36,878,0.11,1271479,70,2000,3206,57217,490,2,2,1,2,0
156,crj701lr,Bombardier,CRJ 701LR,168,GE CF34-8C1,9.36,878,0.11,1470569,70,2000,3708,66176,500,2,2,1,2,0
157,crj702,Bombardier,CRJ 702,168,GE CF34-8C1,9.36,858,0.11,1347617,78,2000,3121,60643,450,2,2,1,2,0
158,crj705,Bombardier,CRJ 705,168,GE CF34-8C1,9.36,878,0.11,1352951,75,2000,3184,27059,510,2,2,1,2,0
159,crj705er,Bombardier,CRJ 705ER,168,GE CF34-8C1,9.36,878,0.11,1544590,75,2000,3635,30892,550,2,2,1,2,0
160,crj705lr,Bombardier,CRJ 705LR,168,GE CF34-8C1,9.36,878,0.11,1573060,75,2000,3702,31461,550,2,2,1,2,0
161,crj900,Bombardier,CRJ 900,169,GE CF34-8C5,8.19,836,0.11,1530636,86,2000,2956,61225,490,2,2,1,2,0
162,crj900er,Bombardier,CRJ 900ER,169,GE CF34-8C5,8.19,807,0.11,1823606,90,2000,3488,72944,460,2,3,1,2,0
163,crj900lr,Bombardier,CRJ 900LR,169,GE CF34-8C5,8.19,807,0.11,2092337,90,2000,4002,83693,500,2,3,1,2,0
164,crj900ng,Bombardier,CRJ 900NG,169,GE CF34-8C5,7.28,837,0.1,1498256,88,2000,2421,59930,470,2,2,1,2,0
165,crj700ng,Bombardier,CRJ 700NG,170,GE CF34-8C5B1,7.92,840,0.1,1335683,70,2000,2735,40070,460,2,2,1,2,0
166,crj1000100,Bombardier,CRJ 1000,171,GE CF34-8C5A1,8.32,876,0.1,1819929,100,5499,2760,54598,450,2,2,1,2,0
167,atr4230,Aerospatiale,ATR 42-300,173,PW 120,19.08,524,0.22,714000,42,6500,1945,8289,340,2,1,1,2,0
168,atr4232,Aerospatiale,ATR 42-320,174,PW 121,9.9,483,0.14,122121,46,6500,1945,10380,400,2,1,1,2,0
169,atr4240,Aerospatiale,ATR 42-400,173,PW 120,16.96,556,0.2,133060,48,6500,1945,7984,500,2,1,1,2,0
170,atr4260,Aerospatiale,ATR 42-600,176,PW 127F,16.05,621,0.19,208303,50,6500,2000,4166,550,2,1,1,1,0
171,atr7220,Aerospatiale,ATR 72-200,178,PW 124B,9.3,455,0.12,494675,64,6500,2665,34627,480,2,2,1,1,0
172,atr7221,Aerospatiale,ATR 72-210,179,PW 127,9.1,485,0.12,513873,62,6500,2800,37256,490,2,2,1,1,0
173,atr7260,Aerospatiale,ATR 72-600,176,PW 127F,8.56,612,0.1,928466,74,6500,2800,20890,550,2,2,1,1,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
177,cl44d,Bombardier,CL-44D,183,RR Tyne 515/50,13.13,710,0.16,3613052,160,8050,4855,523893,340,3,3,2,4,0
178,dhc7,Bombardier,DHC-7,184,PW PT6A-50,14.7,395,0.19,259197,54,2000,1400,26568,400,2,1,1,2,0
179,saab34,Saab,340,185,GE CT7-9B,13.65,424,0.19,109241,37,2000,1730,9832,380,2,1,1,2,0
180,saab90,Saab,90 Scandia,186, R-2180 Twin Wasp E,9.27,477,0.11,113217,32,2000,2510,21228,210,2,1,1,3,0
181,tu134a,Tupolev,Tu-134A,187,Soloviev D-30-II,11,799,0.14,686770,76,2000,2000,89280,380,2,2,1,4,0
182,tu341d,Tupolev,Tu-334-100D,188,D436-T2,9.72,828,0.11,2343641,102,2000,4100,117182,450,2,3,1,3,0
183,tu3412d,Tupolev,Tu-334-120D,189,BR715-56,7.28,733,0.1,2600869,102,2000,4100,130043,460,2,3,1,3,0
184,tu342,Tupolev,Tu-334-200,188,D436-T2,9.72,828,0.11,1553460,126,2000,2200,77673,500,2,3,2,3,0
185,tu3422,Tupolev,Tu-334-220,189,BR715-56,8.19,799,0.11,1610294,126,2000,2200,80515,480,2,3,2,3,0
186,tu341,Tupolev,Tu-334-100,190,D-436T-1,8.1,795,0.11,1800602,102,2000,3150,90030,450,2,3,1,3,0
187,tu154m,Tupolev,Tu-154M,47,Soloviev D-30KU-154,13.02,893,0.18,4514400,180,2000,4000,395010,320,2,4,2,5,0
,,,,,,,,,,,,,,,,,,,
189,tu214,Tupolev,Tu-214,191,PS-90Ð,10.78,729,0.14,6497956,210,2000,4341,406122,490,2,4,2,5,0
190,tu2412,Tupolev,Tu-204-120,192,RB.211-535E4,11.44,834,0.14,6137208,210,2000,4100,383576,480,2,4,2,4,0
191,tu2410,Tupolev,Tu-204-100,191,PS-90Ð,10.78,729,0.14,6436584,210,2000,4300,402287,470,2,4,2,4,0
192,dc1,McDonnell Douglas,DC-1,193,SGR-1820F,18,297,0.22,204000,12,2000,1500,2314,200,2,1,1,2,0
193,dc2,McDonnell Douglas,DC-2,194,GR-F53,15.64,273,0.21,238000,14,2000,1750,3113,290,3,1,1,2,0
194,dc3,McDonnell Douglas,DC-3,196,SGR1820,20.33,273,0.24,544000,32,2000,1650,5389,200,2,2,1,2,0
195,dc4,McDonnell Douglas,DC-4,197,PW R20002SDBG,13.5,332,0.19,464718,86,2000,4023,94105,200,3,2,1,2,0
196,dc5,McDonnell Douglas,DC-5,198,PW R-1820-44,18.54,357,0.22,374000,22,2000,2575,6133,230,3,2,1,2,0
197,dc6b,McDonnell Douglas,DC-6,199,PW R2800-CA15,14.72,490,0.2,707147,56,2000,7376,127286,280,4,2,1,2,0
198,dc6b,McDonnell Douglas,DC-6B,200,PW R2800-CB17,17.44,567,0.2,854413,102,2000,4835,153794,210,4,2,1,2,0
199,dc7,McDonnell Douglas,DC-7,201, R-3350-18EA1,17.12,575,0.2,1428866,99,2000,7410,235763,380,4,2,1,2,0
200,dc7b,McDonnell Douglas,DC-7B,202,R-3350-18EA1,17.28,609,0.2,1558217,100,2000,8000,257106,340,4,2,1,2,0
201,dc7c,McDonnell Douglas,DC-7C,201, R-3350-18EA1,17.12,560,0.2,1806145,105,2000,9070,298014,320,4,2,1,2,0
202,dc810,McDonnell Douglas,DC-8-10,204,PW JT3C-6,19.62,902,0.22,4812350,160,2000,7410,733883,380,3,3,2,3,0
203,dc820,McDonnell Douglas,DC-8-20,205,PW JT4A-9,18.18,876,0.22,5256539,170,2000,7410,801622,320,3,3,2,3,0
204,dc840,McDonnell Douglas,DC-8-40,206,PW JT4A-11,17.51,915,0.21,6669034,176,2000,8230,1017028,360,3,3,2,3,0
205,dc850,McDonnell Douglas,DC-8-50,208,PW JT3D-3,16.49,843,0.21,9354363,179,2000,11260,1426540,360,3,3,2,3,0
206,dc861,McDonnell Douglas,DC-8-61,209,PW JT3D-3B,18.43,852,0.24,5189932,210,2000,6035,687666,380,3,4,2,4,0
207,dc862,McDonnell Douglas,DC-8-62,209,PW JT3D-3B,18.43,855,0.24,8696462,220,2000,9620,1130540,400,3,4,2,4,0
208,dc863,McDonnell Douglas,DC-8-63,210,PW JT3D-7,17.86,883,0.24,24540066,259,2000,7600,3128858,350,3,4,2,4,0
209,dc871,McDonnell Douglas,DC-8-71,211,CFM56-2C5,17.67,807,0.24,5850306,210,2000,7035,541153,370,3,4,2,4,0
210,dc872,McDonnell Douglas,DC-8-72,211,CFM56-2C5,16.74,807,0.22,9830403,220,2000,10620,909312,400,3,4,2,4,0
211,dc873,McDonnell Douglas,DC-8-73,211,CFM56-2C5,16.74,807,0.22,28278818,259,2000,8650,2615791,370,3,4,2,4,0
212,dc910,McDonnell Douglas,DC-9-10,212,PW JT8D-7,13.44,893,0.18,659657,90,2000,2036,89054,340,2,2,1,2,0
213,dc921,McDonnell Douglas,DC-9-21,213,PW JT8D-9,15.12,913,0.18,957060,90,2000,2977,129203,360,2,2,1,2,0
214,dc930,McDonnell Douglas,DC-9-30,214,PW JT8D-15,13.44,871,0.18,865651,90,2000,2631,112535,380,2,2,1,2,0
215,dc940,McDonnell Douglas,DC-9-40,214,PW JT8D-15,13.44,871,0.18,892301,90,2000,2712,113768,370,2,2,1,2,0
216,dc950,McDonnell Douglas,DC-9-50,215,PW JT8D-17,13.16,889,0.18,847715,90,2000,2631,93249,380,2,2,1,2,0
,,,,,,,,,,,,,,,,,,,
218,an74v,Antonov,An-74VIP,217,Lotarev D-36-(3A)Â ,7.68,539,0.1,100722,12,6500,3300,9065,350,2,1,1,3,0
219,an742,Antonov,An-74-200,217,Lotarev D-36-(3A)Â ,10.56,539,0.14,134296,16,4650,3300,12087,320,2,1,1,3,0
220,an74t1,Antonov,An-74TK-100,217,Lotarev D-36-(3A)Â ,7.68,539,0.1,661308,52,5600,2750,67784,330,2,2,1,4,0
221,an74t3,Antonov,An-74TK-300,218,Lotarev D-36-(4A)Â ,5.7,582,0.08,1550016,60,7500,3600,69751,480,2,2,1,2,0
222,an140,Antonov,An-140,72,N/A,6.72,446,0.09,577938,52,5500,2420,36121,480,2,2,1,3,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
226,md11er,McDonnell Douglas,MD-11ER,222,PW 4460,25.92,954,0.3,60676778,410,2000,13408,3792299,450,3,13,4,5,0
