27,AEY,BIAR,6365,68,1.145983251,-0.315428128,Akureyri,Iceland
28,EGS,BIEG,6562,34,1.139408572,-0.25135184,Egilsstaðir,Iceland
29,HFN,BIHN,4921,86,1.122169932,-0.265764776,Höfn,Iceland
30,HZK,BIHU,5266,49,1.151084802,-0.304141093,Húsavík,Iceland
31,IFJ,BIIS,4593,67,1.152931305,-0.403787153,Ísafjörður,Iceland
32,KEF,BIKF,10056,58,1.116748933,-0.394542156,Reykjavík - Keflavik,Iceland
33,RKV,BIRK,5141,73,1.119279601,-0.3829357,Reykjavik,Iceland
34,SIJ,BISI,3556,72,1.154243848,-0.330158699,Siglufjörður,Iceland
35,VEY,BIVM,3953,78,1.106962881,-0.353933576,Vestmannaeyjar,Iceland
36,PRN,BKPR,8165,63,0.743035532,0.367143988,Prishtina,Kosovo
37,YAC,CYAC,3900,49,0.902809945,-1.602638146,Cat Lake,Canada
38,YAG,CYAG,4500,51,0.849176011,-1.630830369,Fort Frances,Canada
39,YAH,CYAH,5000,39,0.938196498,-1.285876573,La Grande-4,Canada
40,YAL,CYAL,2900,43,0.882825917,-2.21510208,Alert Bay,Canada
41,YAM,CYAM,6000,58,0.811316313,-1.474967269,Sault Ste Marie,Canada
42,XKS,CYAQ,3500,52,0.934182249,-1.547108707,Kasabonika,Canada
43,YKG,CYAS,3521,88,1.04767226,-1.221716495,Kangirsuk,Canada
44,YAT,CYAT,3500,87,0.923759169,-1.438708064,Attawapiskat,Canada
45,YAY,CYAY,4000,64,0.896957848,-0.978834739,St. Anthony,Canada
46,YAZ,CYAZ,5000,54,0.856604682,-2.195198042,Tofino,Canada
47,YBB,CYBB,5000,78,1.196150948,-1.567447005,Kugaaruk,Canada
48,YBC,CYBC,6000,72,0.857523889,-1.190391329,Baie-Comeau,Canada
49,QBC,CYBD,4200,42,0.914334379,-2.209517037,Bella Coola,Canada
50,YBE,CYBE,3930,30,1.039542561,-1.893350675,Uranium City,Canada
51,YBY,CYBF,4433,69,0.94778707,-1.932847479,Bonnyville,Canada
53,YBK,CYBK,4200,57,1.122227454,-1.676873895,Baker Lake,Canada
54,YBL,CYBL,5000,33,0.871805956,-2.186391472,Campbell River,Canada
55,XTL,CYBQ,3200,41,1.024614736,-1.719362226,Tadoule Lake,Canada
56,YBR,CYBR,6500,76,0.87109383,-1.744489696,Brandon,Canada
57,YBT,CYBT,3500,67,1.010360632,-1.774633348,Brochet,Canada
58,YBV,CYBV,2900,59,0.913835163,-1.693288822,Berens River,Canada
59,YBX,CYBX,4500,45,0.897860194,-0.99807175,Lourdes-De-Blanc-Sablon,Canada
60,YRF,CYCA,2500,43,0.936941617,-0.995568978,Cartwright,Canada
61,YCB,CYCB,5000,60,1.2061639,-1.835004278,Cambridge Bay,Canada
62,YCC,CYCC,3500,45,0.787017831,-1.301375105,Cornwall,Canada
63,YCD,CYCD,6602,30,0.856170745,-2.161936946,Nanaimo,Canada
64,YCE,CYCE,5012,90,0.755476221,-1.42258822,Centralia,Canada
65,YCG,CYCG,5300,69,0.860384457,-2.053065772,Castlegar,Canada
66,YCH,CYCH,10006,59,0.820440902,-1.142304085,Miramichi,Canada
67,YCL,CYCL,6000,50,0.837597453,-1.157682111,Charlo,Canada
68,YCN,CYCN,4500,70,0.857054374,-1.413954115,Cochrane,Canada
69,YCO,CYCO,5500,73,1.183624773,-2.009641862,Kugluktuk,Canada
70,YCQ,CYCQ,4484,57,0.971924967,-2.12279159,Chetwynd,Canada
71,YCR,CYCR,3990,49,0.953134768,-1.706247896,Cross Lake,Canada
72,YCS,CYCS,3600,31,1.105611992,-1.583556464,Chesterfield Inlet,Canada
73,YCY,CYCY,3500,73,1.230214509,-1.195842021,Clyde River,Canada
74,YDA,CYDA,5000,80,1.117762931,-2.428241786,Dawson City,Canada
75,YDB,CYDB,5000,38,1.071127785,-2.426723252,Burwash,Canada
76,YDF,CYDF,8005,53,0.858890491,-1.001668882,Deer Lake Newf.,Canada
77,XRR,CYDM,5000,79,1.081591012,-2.311217429,Ross River,Canada
78,YDN,CYDN,5000,49,0.891877203,-1.746236858,Dauphin,Canada
79,YDO,CYDO,4971,70,0.851345422,-1.263182046,Dolbeau-St-Félicien,Canada
80,YDP,CYDP,2000,66,0.986969697,-1.076524348,Nain,Canada
81,YDQ,CYDQ,5000,60,0.972886635,-2.097589032,Dawson Creek,Canada
82,YEG,CYEG,11000,50,0.930429788,-1.982344996,Edmonton,Canada
83,YEK,CYEK,4000,51,1.066294946,-1.641845204,Arviat,Canada
84,YEL,CYEL,4500,31,0.808984516,-1.440968289,Elliot Lake,Canada
85,YEM,CYEM,3500,34,0.800107801,-1.42869338,Manitowaning,Canada
86,YEN,CYEN,5000,84,0.858881769,-1.797095777,Estevan,Canada
87,YER,CYER,3500,66,0.97771428,-1.53023665,Fort Severn,Canada
88,YET,CYET,6000,80,0.935128204,-2.032697649,Edson,Canada
89,YEV,CYEV,6000,81,1.192133169,-2.329717875,Inuvik,Canada
90,YEY,CYEY,5000,73,0.847600005,-1.365714939,Amos,Canada
91,YFA,CYFA,3500,39,0.911086317,-1.425879883,Fort Albany,Canada
92,YFB,CYFB,8605,80,1.112759134,-1.196524449,Iqaluit,Canada
93,YFC,CYFC,8005,63,0.800563335,-1.161293231,Fredericton,Canada
94,YFE,CYFE,5000,84,0.850779967,-1.205973618,Forestville,Canada
95,YFH,CYFH,3500,72,0.899924943,-1.534280527,Fort Hope,Canada
96,YTM,CYFJ,5587,53,0.80999685,-1.305157193,Rivière Rouge,Canada
97,YFO,CYFO,5000,38,0.954312884,-1.774685676,Flin Flon,Canada
98,YFR,CYFR,4000,75,1.067806423,-1.984264868,Fort Resolution,Canada
99,YFS,CYFS,6000,57,1.077918845,-2.115984817,Fort Simpson,Canada
100,YMN,CYFT,2500,70,0.961273255,-1.032997576,Makkovik,Canada
101,YGB,CYGB,3000,58,0.867327385,-2.173249038,Texada,Canada
102,YGH,CYGH,3000,34,1.156120041,-2.245383553,Fort Good Hope,Canada
103,YGK,CYGK,5000,34,0.771877095,-1.336868118,Kingston,Canada
104,YGL,CYGL,6500,52,0.935938071,-1.356194146,La Grande Rivière,Canada
105,YGM,CYGM,6800,90,0.883627063,-1.693725046,Gimli,Canada
106,YGO,CYGO,3810,69,0.952232423,-1.649186074,Gods Lake Narrows,Canada
107,YGP,CYGP,4500,63,0.851289562,-1.125363859,Gaspé,Canada
108,YGQ,CYGQ,5000,61,0.868795253,-1.517378775,Geraldton,Canada
109,YGR,CYGR,4500,42,0.827717191,-1.078231234,Îles-de-la-Madeleine,Canada
110,YGT,CYGT,3800,45,1.210642405,-1.427960345,Igloolik,Canada
111,YGV,CYGV,4500,37,0.877584683,-1.110228382,Havre St-Pierre,Canada
112,YGW,CYGW,5052,87,0.964851146,-1.357260475,Kuujjuarapik,Canada
113,YGX,CYGX,5000,44,0.983623901,-1.653011838,Gillam,Canada
114,YQC,CYHA,3520,55,1.065460644,-1.21505979,Quaqtaq,Canada
115,YHD,CYHD,6000,73,0.869727219,-1.618691687,Dryden,Canada
116,YHE,CYHE,3960,50,0.861639405,-2.120540154,Hope,Canada
117,YHF,CYHF,4500,74,0.867676459,-1.460597917,Hearst,Canada
118,YNS,CYHH,5000,48,0.902179908,-1.32881685,Nemiscau,Canada
119,YHI,CYHI,4300,56,1.235043885,-2.056102575,Ulukhaktok,Canada
120,YHK,CYHK,4400,59,1.197917156,-1.672892868,Gjoa Haven,Canada
121,YHM,CYHM,10000,65,0.753521457,-1.395128895,Hamilton,Canada
122,YHN,CYHN,3500,61,0.858581564,-1.479321936,Hornepayne,Canada
123,YHO,CYHO,2500,65,0.967755389,-1.051187366,Hopedale,Canada
124,YHR,CYHR,4500,73,0.880848453,-1.040856764,Chevery,Canada
125,YHT,CYHT,5000,89,1.060971687,-2.400630664,Haines Junction,Canada
126,YHU,CYHU,7840,58,0.794430274,-1.281366643,Montréal saint-hubert,Canada
127,YHY,CYHY,6000,80,1.06185306,-2.020794517,Hay River,Canada
128,YHZ,CYHZ,10500,38,0.783317702,-1.108434144,Halifax,Canada
129,YIB,CYIB,3500,50,0.851265128,-1.599395348,Atikokan,Canada
130,YDG,CYID,3950,84,0.777471664,-1.148172261,Digby,Canada
131,YIF,CYIF,4590,65,0.893812788,-1.023780442,St-Augustin,Canada
132,YIK,CYIK,3521,90,1.089387416,-1.360053066,Ivujivik,Canada
133,YIO,CYIO,4000,31,1.26856283,-1.360775582,Pond Inlet,Canada
134,YIV,CYIV,4000,50,0.939985477,-1.652017014,Island Lake,Canada
135,YJF,CYJF,3000,31,1.051313067,-2.154940606,Fort Liard,Canada
136,YJN,CYJN,4000,70,0.7905364,-1.278996429,St Jean,Canada
137,YJT,CYJT,10000,38,0.847256138,-1.021890264,Stephenville,Canada
138,YKA,CYKA,8000,78,0.88492036,-2.102144368,Kamloops,Canada
139,LAK,CYKD,3000,84,1.190721159,-2.356299035,Aklavik,Canada
140,YKF,CYKF,7002,83,0.758534059,-1.402871237,Kitchener,Canada
141,YWB,CYKG,3511,49,1.074923854,-1.255404817,Kangiqsujuaq,Canada
142,YKJ,CYKJ,5200,47,0.999307457,-1.843381783,Key Lake,Canada
143,YKL,CYKL,5000,87,0.956532962,-1.165972405,Schefferville,Canada
144,AKV,CYKO,3510,37,1.061484811,-1.363950336,Akulivik,Canada
145,YKQ,CYKQ,3500,83,0.898378578,-1.374591662,Waskaganish,Canada
146,YKX,CYKX,4500,39,0.841428476,-1.395938762,Kirkland Lake,Canada
147,YKY,CYKY,3507,36,0.899150029,-1.905567927,Kindersley,Canada
148,YKZ,CYKZ,3897,43,0.765539837,-1.385267875,Toronto municipal,Canada
149,YPJ,CYLA,3521,67,1.034922642,-1.21474394,Aupaluk,Canada
150,YLD,CYLD,5000,90,0.834616443,-1.454674381,Chapleau,Canada
151,YLH,CYLH,3500,59,0.910985051,-1.534741253,Lansdowne House,Canada
152,YLJ,CYLJ,5000,52,0.944664717,-1.89408371,Meadow Lake,Canada
153,YSG,CYLK,2996,35,1.089404901,-1.931765288,Lutselk'e,Canada
154,YLL,CYLL,5577,67,0.930421067,-1.921136233,Lloydminster,Canada
155,YLR,CYLR,3000,62,0.986343188,-1.745072656,Leaf Rapids,Canada
156,YLT,CYLT,5500,61,1.440207291,-1.087001556,Alert,Canada
157,XGR,CYLU,3521,41,1.024707222,-1.151791605,Kangiqsualujjuaq,Canada
158,YLW,CYLW,8900,39,0.871898434,-2.083539127,Kelowna,Canada
159,YMA,CYMA,4856,41,1.110315667,-2.371343882,Mayo,Canada
160,YME,CYME,5500,60,0.852713754,-1.177282185,Matane,Canada
161,YMG,CYMG,3600,69,0.856675673,-1.498550226,Manitouwadge,Canada
162,YMH,CYMH,2500,50,0.912856054,-0.974717492,Mary's Harbour,Canada
163,YMJ,CYMJ,8326,87,0.878429438,-1.842352072,Moose Jaw,Canada
164,YML,CYML,4500,89,0.830733088,-1.225638266,Charlevoix,Canada
165,YMM,CYMM,7503,52,0.988786639,-1.941190102,Fort McMurray,Canada
166,YMO,CYMO,4000,35,0.895198564,-1.406871571,Moosonee,Canada
167,YMT,CYMT,6496,78,0.868683533,-1.300760714,Chibougamau,Canada
168,YUD,CYMU,3500,53,0.986741065,-1.335496324,Umiujaq,Canada
169,YMX,CYMX,12000,50,0.797257693,-1.292219019,Montréal mirabel,Canada
170,YNA,CYNA,4494,49,0.875980728,-1.078424979,Natashquan,Canada
171,YNC,CYNC,3510,49,0.925209527,-1.375862256,Wemindji,Canada
172,YND,CYND,6000,41,0.794503578,-1.318833591,Gatineau,Canada
173,YNE,CYNE,3922,42,0.941750021,-1.707703446,Norway House,Canada
174,YNL,CYNL,6000,46,1.017120276,-1.816573604,Points North Landing,Canada
175,YNM,CYNM,5000,65,0.868505501,-1.35791508,Matagami,Canada
176,YOA,CYOA,6411,64,1.129208798,-1.930595915,Ekati,Canada
177,YOC,CYOC,4900,68,1.17932949,-2.440651051,Old Crow,Canada
179,YOH,CYOH,3828,88,0.958766954,-1.662930515,Oxford House,Canada
180,YOJ,CYOJ,5000,87,1.023136423,-2.044915034,High Level,Canada
181,YOO,CYOO,4000,77,0.766597442,-1.376977461,Oshawa,Canada
182,YOP,CYOP,4539,31,1.020867543,-2.084062703,Rainbow Lake,Canada
183,YOS,CYOS,3932,65,0.778247576,-1.410880561,Owen Sound,Canada
184,YOW,CYOW,10000,75,0.791026821,-1.320676631,Ottawa intl,Canada
185,YPA,CYPA,5000,90,0.928762983,-1.844341719,Prince Albert,Canada
186,YPC,CYPC,4000,38,1.210574997,-2.165525472,Paulatuk,Canada
187,YPS,CYPD,5000,39,0.796859743,-1.071075387,Port Hawkesbury,Canada
188,YPE,CYPE,5000,38,0.981344498,-2.049836829,Peace River,Canada
189,YPG,CYPG,7000,83,0.870973384,-1.715201675,Portage la Prairie,Canada
190,YPH,CYPH,3500,66,1.020527191,-1.362698917,Inukjuak,Canada
191,YPL,CYPL,4921,76,0.897909063,-1.574534872,Pickle Lake,Canada
192,YPM,CYPM,3500,45,0.904424353,-1.640143444,Pikangikum,Canada
193,YPN,CYPN,4886,86,0.869809251,-1.122047691,Port-Menier,Canada
194,YPQ,CYPQ,7000,67,0.77195912,-1.367697537,Peterborough,Canada
195,YPR,CYPR,6000,33,0.947471157,-2.27669487,Prince Rupert,Canada
196,YPW,CYPW,3627,82,0.869770902,-2.172934919,Powell River,Canada
197,YPX,CYPX,5013,82,1.048080655,-1.348910933,Puvirnituq,Canada
198,YPY,CYPY,5000,72,1.02568114,-1.939357449,Fort Chipewyan,Canada
199,YQA,CYQA,6000,69,0.784956611,-1.384103674,Muskoka,Canada
200,YQB,CYQB,9000,35,0.816658756,-1.246048201,Quebec,Canada
201,YQD,CYQD,5901,75,0.941978653,-1.764370853,The Pas,Canada
202,YQF,CYQF,5528,59,0.910751225,-1.987825249,Red Deer,Canada
203,YQG,CYQG,9000,58,0.737848421,-1.447848299,Windsor,Canada
204,YQH,CYQH,5500,83,1.049229144,-2.248368157,Watson Lake,Canada
205,YQI,CYQI,6000,73,0.764923714,-1.153454882,Yarmouth,Canada
206,YQK,CYQK,5800,68,0.868969756,-1.646946755,Kenora,Canada
207,YQL,CYQL,6500,59,0.866212119,-1.96873145,Lethbridge,Canada
208,YQM,CYQM,10001,36,0.804809745,-1.128854464,Moncton,Canada
209,YQN,CYQN,3500,84,0.875855093,-1.513137691,Nakina,Canada
210,YQQ,CYQQ,10000,44,0.867617137,-2.17968936,Comox,Canada
211,YQR,CYQR,7900,82,0.880202703,-1.826766322,Regina,Canada
212,YQS,CYQS,5013,39,0.746477329,-1.415650549,St Thomas,Canada
213,YQT,CYQT,7318,61,0.844248897,-1.558996126,Thunder Bay,Canada
214,YQU,CYQU,8502,54,0.963067427,-2.074934718,Grande Prairie,Canada
215,YQV,CYQV,4800,73,0.894737837,-1.788299223,Yorkton,Canada
216,YQW,CYQW,5000,38,0.920996273,-1.889214253,North Battleford,Canada
217,YQX,CYQX,10200,34,0.85411005,-0.952393011,Gander,Canada
218,YQY,CYQY,7070,30,0.805668417,-1.048031784,Sydney,Canada
219,YQZ,CYQZ,5500,39,0.925480037,-2.138202903,Quesnel,Canada
220,YRB,CYRB,6500,57,1.304055976,-1.657528692,Resolute Bay,Canada
221,YRI,CYRI,6000,70,0.833646054,-1.214482151,Rivière-du-Loup,Canada
222,YRJ,CYRJ,5000,64,0.846833761,-1.261272693,Roberval,Canada
223,YRL,CYRL,5001,40,0.891285515,-1.636998384,Red Lake,Canada
224,YRO,CYRO,3300,63,0.793431922,-1.320273562,Ottawa rockcliffe,Canada
225,YRQ,CYRQ,9006,87,0.809008951,-1.268494786,Trois-Rivières,Canada
226,YRS,CYRS,3555,30,0.945395955,-1.632881137,Red Sucker Lake,Canada
227,YRT,CYRT,6000,37,1.096265762,-1.607723985,Rankin Inlet,Canada
228,YRV,CYRV,4800,67,0.88953675,-2.062682447,Revelstoke,Canada
229,YSB,CYSB,6600,62,0.813759764,-1.410206781,Sudbury,Canada
230,YSC,CYSC,6000,71,0.793053154,-1.251250951,Sherbrooke,Canada
231,YSF,CYSF,5050,40,1.034112842,-1.847273993,Stony Rapids,Canada
232,YSH,CYSH,4000,54,0.784452209,-1.325413463,Smiths Falls,Canada
233,YSJ,CYSJ,7000,56,0.790915168,-1.150002627,Saint John,Canada
234,YSK,CYSK,3800,83,0.986770759,-1.383115775,Sanikiluaq,Canada
235,YSL,CYSL,4000,89,0.823053663,-1.183938889,St Leonard,Canada
236,YSM,CYSM,6000,49,1.047551885,-1.954105502,Fort Smith,Canada
237,YCM,CYSN,5000,65,0.753837374,-1.381806831,St Catharines,Canada
238,YSP,CYSP,3933,66,0.850940489,-1.506994044,Marathon,Canada
239,YST,CYST,3400,89,0.93978301,-1.655477925,St. Theresa Point,Canada
240,YSU,CYSU,8000,81,0.8105414,-1.114106478,Summerside,Canada
241,YSY,CYSY,4000,80,1.256530535,-2.185902649,Sachs Harbour,Canada
242,YTA,CYTA,5000,41,0.800484771,-1.348296541,Pembroke,Canada
243,YTE,CYTE,4000,66,1.121025037,-1.335642931,Cape Dorset,Canada
244,YTF,CYTF,4300,79,0.846640016,-1.250387022,Alma,Canada
245,YTH,CYTH,5800,84,0.973912951,-1.708052454,Thompson,Canada
246,YTL,CYTL,3900,38,0.939297782,-1.568996829,Big Trout Lake,Canada
247,YTQ,CYTQ,3519,57,1.023946291,-1.220959092,Tasiujaq,Canada
249,YTS,CYTS,6000,40,0.847701153,-1.420291373,Timmins,Canada
250,YTZ,CYTZ,3988,57,0.761443502,-1.385725138,Toronto city,Canada
251,YUB,CYUB,5000,51,1.211839629,-2.321741708,Tuktoyaktuk,Canada
252,YUL,CYUL,11000,57,0.793611685,-1.287019735,Montréal intl,Canada
253,YUT,CYUT,3400,86,1.161017461,-1.504904928,Repulse Bay,Canada
254,YUX,CYUX,5410,56,1.200369394,-1.417949118,Hall Beach,Canada
255,YUY,CYUY,7485,32,0.841355173,-1.375940819,Rouyn-Noranda,Canada
256,YVB,CYVB,5985,81,0.838998941,-1.142497706,Bonaventure,Canada
257,YVC,CYVC,5000,33,0.962573544,-1.837168495,La Ronge,Canada
258,YVE,CYVK,3360,88,0.876994793,-2.082718872,Vernon,Canada
259,YVM,CYVM,3800,30,1.178896593,-1.1175588,Qikiqtarjuaq,Canada
260,YVO,CYVO,10000,37,0.838688283,-1.35756594,Val-d'Or,Canada
261,YVP,CYVP,6000,47,1.013968225,-1.19427475,Kuujjuaq,Canada
262,YVQ,CYVQ,5997,47,1.139378878,-2.213042524,Norman Wells,Canada
263,YVR,CYVR,11500,87,0.858595545,-2.149966353,Vancouver intl,Canada
264,YVV,CYVV,5021,74,0.780961536,-1.415587705,Wiarton,Canada
265,YVZ,CYVZ,3500,80,0.919017078,-1.641681153,Deer Lake Ontario,Canada
266,YWA,CYWA,3800,71,0.802017221,-1.349474591,Petawawa,Canada
267,YWG,CYWG,11000,35,0.871093827,-1.697156396,Winnipeg,Canada
268,YWJ,CYWJ,3933,69,1.138148364,-2.154364563,Déline,Canada
269,YWK,CYWK,6002,87,0.923661431,-1.167003981,Wabush,Canada
270,YWL,CYWL,7000,30,0.910766938,-2.130244181,Williams Lake,Canada
271,YWP,CYWP,3500,40,0.924315785,-1.524979137,Webequie,Canada
272,YWY,CYWY,3500,47,1.103212151,-2.154382008,Wrigley,Canada
273,YXC,CYXC,6000,52,0.865871834,-2.020777074,Cranbrook,Canada
274,YXE,CYXE,8300,52,0.91055222,-1.862266258,Saskatoon,Canada
275,YXH,CYXH,5000,39,0.872994525,-1.932446013,Medicine Hat,Canada
276,YXJ,CYXJ,6900,35,0.981539975,-2.107310504,Fort St.John,Canada
277,YXK,CYXK,4600,63,0.846102457,-1.195496476,Rimouski,Canada
278,YXL,CYXL,5300,65,0.874652543,-1.604050021,Sioux Lookout,Canada
279,YXN,CYXN,4000,45,1.086292956,-1.616141704,Whale Cove,Canada
280,YXP,CYXP,2920,48,1.154447975,-1.146918686,Pangnirtung,Canada
281,YXQ,CYXQ,3370,32,1.089265243,-2.458593034,Beaver Creek,Canada
282,YXR,CYXR,5998,34,0.832476686,-1.393599075,Earlton,Canada
283,YXS,CYXS,11450,75,0.94054747,-2.141152489,Prince George,Canada
284,YXT,CYXT,7497,49,0.950654629,-2.244074696,Terrace,Canada
285,YXU,CYXU,8800,40,0.751112898,-1.416402756,London,Canada
286,YXX,CYXX,9600,35,0.855652886,-2.135602328,Abbotsford,Canada
287,YXY,CYXY,9497,57,1.059582382,-2.357363883,Whitehorse,Canada
288,YXZ,CYXZ,4429,81,0.837176873,-1.479807031,Wawa,Canada
289,YYB,CYYB,10000,78,0.809197508,-1.386189326,North Bay,Canada
290,YYC,CYYC,14000,65,0.892105835,-1.990024354,Calgary,Canada
291,YYD,CYYD,5000,61,0.956871516,-2.21976208,Smithers,Canada
292,YYE,CYYE,6400,54,1.026888884,-2.139721305,Fort Nelson,Canada
293,YYF,CYYF,6000,43,0.863293961,-2.087448647,Penticton,Canada
294,YYG,CYYG,7002,46,0.807912927,-1.101671047,Charlottetown,Canada
295,YYH,CYYH,4020,66,1.213818891,-1.633221488,Taloyoak,Canada
296,YYJ,CYYJ,7000,83,0.849048579,-2.154190126,Victoria,Canada
297,YYL,CYYL,5000,45,0.992462267,-1.764108932,Lynn Lake,Canada
298,YYN,CYYN,4250,65,0.877759253,-1.879562558,Swift Current,Canada
299,YYQ,CYYQ,9200,85,1.02519245,-1.641744003,Churchill,Canada
300,YYR,CYYR,11046,76,0.93059557,-1.054629169,Goose Bay,Canada
301,YYT,CYYT,8502,42,0.831101337,-0.920694337,St. John's,Canada
302,YYU,CYYU,5500,46,0.862435225,-1.43932938,Kapuskasing,Canada
303,YYW,CYYW,4000,72,0.87773129,-1.551766976,Armstrong,Canada
304,YYY,CYYY,6000,40,0.848380126,-1.190455911,Mont-Joli,Canada
305,YYZ,CYYZ,11120,31,0.762310954,-1.389816155,Toronto intl,Canada
306,YZD,CYZD,7003,30,0.763450653,-1.386936346,Toronto downsview,Canada
307,YZE,CYZE,4900,62,0.800849558,-1.441080009,Gore Bay,Canada
308,YZF,CYZF,7500,73,1.090181504,-1.997354838,Yellowknife,Canada
309,YZG,CYZG,3500,69,1.085235281,-1.320641744,Salluit,Canada
310,YZH,CYZH,5561,51,0.965046622,-2.003236563,Slave Lake,Canada
311,YZP,CYZP,5120,34,0.929462861,-2.30058822,Sandspit,Canada
312,YZR,CYZR,5100,54,0.750481125,-1.43656129,Sarnia,Canada
313,YZS,CYZS,5000,32,1.120384414,-1.454895956,Coral Harbour,Canada
314,YZT,CYZT,5000,52,0.884543323,-2.222973453,Port Hardy,Canada
315,YZU,CYZU,5800,39,0.944989357,-2.020864426,Whitecourt,Canada
316,YZV,CYZV,6552,54,0.876561962,-1.156552938,Sept-Îles,Canada
317,YZW,CYZW,5000,47,1.050213448,-2.316802343,Teslin,Canada
319,ZAC,CZAC,3395,60,0.978944727,-1.677072966,York Landing,Canada
320,YSN,CZAM,4260,63,0.884581769,-2.080938544,Salmon Arm,Canada
321,YDT,CZBB,5606,84,0.856506368,-2.146964437,Vancouver bay,Canada
322,ILF,CZBD,3000,65,0.978456037,-1.668777352,Ilford,Canada
323,ZBF,CZBF,4500,56,0.831295082,-1.147360238,Bathurst,Canada
324,ZBM,CZBM,5000,58,0.790473549,-1.269576962,Bromont,Canada
325,KES,CZEE,2590,35,0.978038853,-1.684411972,Kelsey,Canada
326,ZEM,CZEM,3510,31,0.91152261,-1.370476146,Eastmain River,Canada
327,ZFA,CZFA,4000,48,1.085725702,-2.327850467,Faro,Canada
328,ZFD,CZFD,3800,45,1.035580643,-1.870678785,Fond-Du-Lac,Canada
329,XPK,CZFG,3000,76,0.973007076,-1.767425099,Pukatawagan,Canada
330,ZFM,CZFM,3500,35,1.176482837,-2.35376835,Fort Mcpherson,Canada
331,ZFN,CZFN,3935,62,1.132887929,-2.191662267,Tulita,Canada
332,ZGF,CZGF,4300,38,0.855483575,-2.067010883,Grand Forks,Canada
333,ZGI,CZGI,3540,77,0.957133305,-1.641981291,Gods River,Canada
334,ZGR,CZGR,2800,66,0.908367097,-1.666192488,Little Grand Rapids,Canada
335,ZJG,CZJG,3800,84,0.951534341,-1.711227208,Jenpeg,Canada
336,ZJN,CZJN,3933,71,0.909676107,-1.766901523,Swan River,Canada
337,ZKE,CZKE,3500,39,0.912501787,-1.425546589,Kashechewan,Canada
338,YTD,CZLQ,2220,67,0.965496962,-1.705322847,Thicket Portage,Canada
339,MSA,CZMD,3500,49,0.932728363,-1.601563028,Muskrat Dam,Canada
340,PIW,CZMN,2200,32,0.970209359,-1.695835202,Pikwitonei,Canada
341,ZMT,CZMT,5000,80,0.942957764,-2.306016274,Masset,Canada
342,XPP,CZNG,2500,63,0.924963869,-1.697754958,Poplar River,Canada
343,ZPB,CZPB,3500,42,0.940577165,-1.6091308,Sachigo Lake,Canada
344,WPC,CZPC,6600,69,0.864297507,-1.989623015,Pincher Creek,Canada
345,ZRJ,CZRJ,3500,74,0.924040133,-1.593708966,Round Lake,Canada
346,ZSJ,CZSJ,3500,74,0.926145028,-1.629167092,Sandy Lake,Canada
347,XSI,CZSN,3509,60,0.991221367,-1.726256358,South Indian Lake,Canada
348,ZST,CZST,3900,54,0.976257081,-2.268621452,Stewart,Canada
349,ZTM,CZTM,4006,73,0.975038669,-1.607123575,Shamattawa,Canada
350,ZUC,CZUC,3512,42,0.862710995,-1.600777529,Ignace,Canada
